Type,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Gender,Senior_Citizen,Partner,Dependents,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Year,Month,Day,dow
month-to-month,yes,credit card,20.15,68.45,female,0,no,no,no,no,no,no,no,no,no,no,2019,10,1,1
two year,yes,credit card,99.05,6416.7,female,0,yes,yes,yes,fiber optic,yes,yes,no,yes,yes,no,2014,9,1,0
one year,yes,credit card,104.15,1299.1,female,0,no,yes,yes,fiber optic,no,yes,yes,no,yes,yes,2019,1,1,1
one year,yes,electronic check,55.35,2633.95,male,0,yes,no,yes,dsl,yes,no,no,no,no,no,2016,1,1,4
two year,yes,mailed check,19.85,146.6,female,0,yes,yes,no,no,no,no,no,no,no,no,2019,6,1,5
two year,yes,credit card,90.8,6397.6,male,0,yes,yes,yes,dsl,yes,yes,yes,yes,yes,yes,2014,2,1,5
two year,no,bank transfer,19.7,1253.8,male,0,no,no,no,no,no,no,no,no,no,no,2014,8,1,4
one year,yes,bank transfer,104.45,5481.25,male,1,yes,no,no,fiber optic,yes,no,yes,yes,yes,yes,2015,10,1,3
one year,yes,electronic check,118.6,7365.7,female,0,no,no,yes,fiber optic,yes,yes,yes,yes,yes,yes,2015,1,1,3
two year,yes,credit card,79.45,5502.55,male,0,no,yes,yes,dsl,yes,yes,yes,yes,yes,no,2014,5,1,3
month-to-month,yes,credit card,97.55,6669.05,male,0,yes,yes,yes,fiber optic,yes,yes,no,no,yes,no,2014,4,1,1
two year,no,bank transfer,25.55,1898.1,male,0,no,no,yes,no,no,no,no,no,no,no,2014,3,1,5
two year,no,mailed check,81.0,3846.35,male,0,yes,yes,no,dsl,yes,no,yes,yes,yes,yes,2016,4,1,4
one year,yes,electronic check,59.9,1654.7,female,0,no,no,no,dsl,yes,yes,no,yes,no,no,2017,10,1,6
one year,no,credit card,64.9,697.25,female,0,no,no,no,dsl,no,no,yes,yes,no,yes,2019,3,1,4
one year,no,bank transfer,64.05,3902.6,male,1,yes,no,yes,dsl,no,yes,no,no,no,yes,2015,1,1,3
month-to-month,yes,electronic check,78.95,494.95,male,0,no,no,no,fiber optic,yes,yes,no,no,no,no,2019,8,1,3
month-to-month,no,mailed check,107.95,313.6,male,0,no,no,yes,fiber optic,no,yes,yes,no,yes,yes,2019,11,1,4
month-to-month,yes,mailed check,69.75,1545.4,female,1,no,no,no,dsl,yes,no,yes,yes,no,yes,2018,4,1,6
two year,no,mailed check,84.45,6033.1,male,0,yes,no,no,dsl,yes,yes,yes,yes,yes,yes,2014,2,1,5
one year,yes,mailed check,20.35,938.95,male,0,yes,yes,no,no,no,no,no,no,no,no,2015,12,1,1
month-to-month,no,mailed check,20.45,150.75,female,0,yes,yes,no,no,no,no,no,no,no,no,2019,7,1,0
one year,yes,mailed check,50.25,2023.55,female,0,no,no,no,dsl,no,no,yes,no,no,no,2016,10,1,5
one year,no,electronic check,20.15,260.7,female,0,no,no,no,no,no,no,no,no,no,no,2019,2,1,4
month-to-month,yes,bank transfer,59.5,530.05,female,0,no,no,no,dsl,no,no,no,yes,yes,no,2019,5,1,2
month-to-month,no,electronic check,49.4,408.25,female,0,no,no,no,dsl,no,no,no,yes,no,no,2019,6,1,5
two year,no,bank transfer,100.65,7334.05,female,0,yes,no,yes,fiber optic,yes,yes,yes,no,yes,no,2014,2,1,5
two year,no,credit card,73.5,5357.75,male,0,yes,no,yes,dsl,yes,yes,no,yes,yes,no,2014,3,1,5
two year,no,credit card,19.3,1304.8,male,0,yes,no,no,no,no,no,no,no,no,no,2014,2,1,5
two year,no,mailed check,84.75,2839.45,female,0,yes,yes,no,dsl,yes,yes,yes,yes,yes,yes,2017,4,1,5
one year,no,electronic check,24.6,592.65,male,0,no,no,yes,no,no,no,no,no,no,no,2018,2,1,3
one year,yes,bank transfer,68.75,3808.0,female,0,yes,yes,yes,dsl,yes,no,yes,no,no,yes,2015,6,1,0
two year,no,bank transfer,59.85,3103.25,female,1,no,no,yes,dsl,yes,no,yes,no,no,no,2015,10,1,3
two year,no,mailed check,21.0,1210.3,female,0,yes,yes,no,no,no,no,no,no,no,no,2015,7,1,2
one year,no,bank transfer,59.1,4134.7,female,0,yes,yes,no,dsl,no,yes,yes,yes,no,no,2014,5,1,3
two year,yes,bank transfer,110.8,7553.6,female,0,yes,no,yes,fiber optic,yes,yes,yes,no,yes,yes,2014,6,1,6
month-to-month,no,electronic check,90.6,90.6,female,0,no,no,no,fiber optic,no,no,no,no,yes,yes,2019,12,1,6
two year,no,credit card,19.5,1215.1,female,0,no,yes,no,no,no,no,no,no,no,no,2014,11,1,5
one year,yes,mailed check,104.4,5232.9,female,0,yes,no,yes,fiber optic,yes,no,yes,no,yes,yes,2015,12,1,1
two year,yes,bank transfer,67.8,4804.65,male,0,yes,no,yes,dsl,yes,yes,yes,yes,no,no,2014,2,1,5
month-to-month,yes,electronic check,106.05,7554.05,male,0,yes,yes,yes,fiber optic,yes,yes,no,no,yes,yes,2014,4,1,1
two year,no,mailed check,19.75,757.95,female,0,yes,yes,no,no,no,no,no,no,no,no,2016,11,1,1
one year,yes,credit card,20.55,57.4,female,0,no,yes,no,no,no,no,no,no,no,no,2019,11,1,4
one year,no,bank transfer,101.25,5301.1,female,0,yes,yes,yes,fiber optic,no,no,yes,no,yes,yes,2015,10,1,3
month-to-month,yes,credit card,83.85,2716.3,male,1,no,no,yes,fiber optic,no,yes,yes,no,no,no,2017,4,1,5
one year,yes,mailed check,64.15,1274.45,male,0,yes,no,no,dsl,yes,no,no,yes,no,yes,2018,6,1,4
two year,yes,bank transfer,80.4,5717.85,female,0,yes,yes,no,dsl,no,yes,yes,yes,yes,yes,2014,4,1,1
month-to-month,no,credit card,100.3,3541.4,female,0,no,no,yes,fiber optic,no,no,no,yes,yes,yes,2017,1,1,6
month-to-month,yes,mailed check,51.3,419.35,female,1,no,no,no,dsl,no,yes,no,no,no,no,2019,7,1,0
one year,yes,credit card,68.45,4014.0,female,1,yes,no,yes,dsl,yes,yes,yes,yes,no,no,2015,6,1,0
two year,no,bank transfer,19.9,1115.6,female,0,yes,no,no,no,no,no,no,no,no,no,2015,5,1,4
one year,yes,bank transfer,64.4,3035.35,male,0,no,yes,yes,dsl,yes,yes,yes,no,no,no,2016,2,1,0
month-to-month,yes,credit card,96.95,5432.2,male,0,yes,yes,yes,fiber optic,no,yes,no,yes,yes,no,2015,6,1,0
month-to-month,yes,electronic check,89.1,5618.3,male,1,yes,no,yes,fiber optic,yes,yes,yes,no,no,no,2014,12,1,0
one year,yes,bank transfer,68.75,1689.45,female,0,yes,no,no,dsl,yes,no,yes,yes,no,yes,2018,3,1,3
month-to-month,yes,mailed check,60.2,1834.15,male,0,yes,yes,no,dsl,yes,no,no,no,no,yes,2017,9,1,4
one year,yes,bank transfer,75.35,2243.9,male,0,no,no,no,dsl,no,no,yes,yes,yes,yes,2017,9,1,4
one year,yes,credit card,58.85,1215.45,female,0,yes,yes,no,dsl,no,yes,no,no,yes,no,2018,5,1,1
month-to-month,yes,credit card,74.55,1170.5,male,0,no,no,no,fiber optic,no,no,no,yes,no,no,2018,10,1,0
two year,no,bank transfer,68.25,1114.85,female,0,yes,yes,no,dsl,yes,yes,no,yes,no,yes,2018,10,1,0
month-to-month,yes,mailed check,50.0,892.7,female,0,no,no,no,dsl,no,no,yes,no,no,no,2018,8,1,2
one year,yes,mailed check,58.45,1955.4,female,0,yes,yes,no,dsl,yes,yes,yes,no,no,no,2017,5,1,0
two year,no,mailed check,20.1,655.3,male,0,yes,yes,no,no,no,no,no,no,no,no,2017,3,1,2
two year,no,bank transfer,24.45,1730.65,male,0,yes,no,yes,no,no,no,no,no,no,no,2014,3,1,5
two year,yes,credit card,70.85,4973.4,male,0,yes,yes,no,dsl,yes,no,yes,yes,no,yes,2014,3,1,5
month-to-month,no,credit card,88.6,2888.7,female,0,yes,yes,yes,fiber optic,no,yes,yes,yes,no,no,2017,5,1,0
one year,no,mailed check,20.3,475.1,male,0,no,no,no,no,no,no,no,no,no,no,2018,4,1,6
two year,no,bank transfer,20.05,1386.9,female,0,no,no,no,no,no,no,no,no,no,no,2014,6,1,6
one year,no,credit card,20.05,552.9,male,0,no,yes,no,no,no,no,no,no,no,no,2017,11,1,2
month-to-month,no,mailed check,20.2,123.65,female,0,no,no,no,no,no,no,no,no,no,no,2019,8,1,3
two year,no,mailed check,25.4,1782.05,male,0,yes,yes,yes,no,no,no,no,no,no,no,2014,4,1,1
two year,no,credit card,106.65,5174.35,female,0,yes,no,yes,fiber optic,yes,yes,yes,yes,no,yes,2016,1,1,4
month-to-month,yes,electronic check,89.2,4040.2,male,1,yes,no,yes,fiber optic,no,no,yes,no,yes,no,2016,6,1,2
one year,no,bank transfer,20.5,38.25,female,0,no,yes,no,no,no,no,no,no,no,no,2019,12,1,6
two year,yes,credit card,19.15,515.75,male,0,yes,yes,no,no,no,no,no,no,no,no,2017,12,1,4
month-to-month,no,mailed check,18.85,163.2,female,0,no,no,no,no,no,no,no,no,no,no,2019,4,1,0
one year,no,mailed check,19.8,607.7,male,0,no,no,no,no,no,no,no,no,no,no,2017,6,1,3
one year,no,mailed check,20.05,415.1,female,0,yes,yes,no,no,no,no,no,no,no,no,2018,3,1,3
two year,no,bank transfer,88.05,6520.8,female,0,yes,no,yes,dsl,yes,yes,yes,yes,yes,yes,2014,2,1,5
month-to-month,no,electronic check,75.25,888.65,female,0,no,no,yes,fiber optic,no,no,no,no,no,no,2019,3,1,4
month-to-month,yes,electronic check,99.95,1931.75,male,0,no,no,yes,fiber optic,no,yes,no,no,yes,yes,2018,6,1,4
two year,no,bank transfer,25.1,1857.85,female,0,yes,yes,yes,no,no,no,no,no,no,no,2014,2,1,5
month-to-month,yes,bank transfer,89.85,3161.2,male,0,yes,no,yes,fiber optic,no,no,no,yes,no,yes,2017,3,1,2
two year,no,bank transfer,94.35,5563.65,male,0,yes,yes,yes,fiber optic,no,no,yes,yes,no,yes,2015,4,1,2
two year,yes,mailed check,19.75,1567.0,female,0,no,yes,no,no,no,no,no,no,no,no,2014,2,1,5
two year,yes,credit card,81.8,4534.45,male,0,no,no,no,dsl,no,yes,yes,yes,yes,yes,2015,6,1,0
month-to-month,no,mailed check,70.05,657.5,male,0,no,no,no,fiber optic,no,no,no,no,no,no,2019,5,1,2
one year,yes,electronic check,105.6,7112.15,female,1,yes,no,yes,fiber optic,yes,yes,no,no,yes,yes,2014,7,1,1
month-to-month,no,electronic check,89.3,2823.0,male,0,yes,yes,yes,fiber optic,yes,no,yes,yes,no,no,2017,7,1,5
month-to-month,yes,mailed check,75.0,999.45,female,0,no,no,yes,fiber optic,no,no,no,no,no,no,2018,12,1,5
month-to-month,yes,electronic check,94.5,2979.2,male,0,no,no,no,fiber optic,no,yes,no,no,yes,yes,2017,7,1,5
two year,yes,credit card,20.15,1411.2,female,0,yes,yes,no,no,no,no,no,no,no,no,2014,4,1,1
one year,yes,credit card,54.15,2319.8,female,0,yes,yes,no,dsl,no,yes,no,yes,no,no,2016,4,1,4
one year,yes,credit card,75.0,4213.9,female,0,yes,yes,yes,dsl,yes,yes,no,yes,yes,no,2015,7,1,2
one year,no,mailed check,90.15,3128.8,male,1,yes,no,no,fiber optic,yes,no,no,yes,yes,no,2017,4,1,5
one year,no,mailed check,19.3,593.2,female,0,yes,no,no,no,no,no,no,no,no,no,2017,6,1,3
two year,yes,bank transfer,115.8,8424.9,male,0,yes,no,yes,fiber optic,yes,yes,yes,yes,yes,yes,2014,2,1,5
two year,no,mailed check,79.15,5536.5,male,0,yes,no,yes,dsl,yes,yes,yes,yes,yes,no,2014,4,1,1
one year,no,electronic check,71.8,3472.05,female,0,yes,no,yes,dsl,yes,yes,yes,no,no,yes,2016,1,1,4
month-to-month,no,credit card,69.0,147.8,female,0,yes,no,no,dsl,no,no,yes,no,yes,yes,2019,12,1,6
month-to-month,no,electronic check,19.35,683.75,female,0,yes,yes,no,no,no,no,no,no,no,no,2017,1,1,6
one year,no,credit card,19.8,587.7,male,1,no,no,no,no,no,no,no,no,no,no,2017,6,1,3
one year,no,bank transfer,20.55,654.55,female,0,no,no,no,no,no,no,no,no,no,no,2017,6,1,3
month-to-month,no,mailed check,20.05,42.7,male,0,no,no,no,no,no,no,no,no,no,no,2019,12,1,6
month-to-month,yes,mailed check,73.55,4764.0,male,0,yes,no,no,fiber optic,yes,no,no,no,no,no,2014,10,1,2
month-to-month,no,mailed check,89.65,1761.05,female,0,yes,no,yes,fiber optic,no,no,yes,no,no,yes,2018,6,1,4
month-to-month,yes,electronic check,72.8,930.05,male,0,yes,yes,yes,dsl,no,yes,yes,yes,yes,no,2019,1,1,1
one year,yes,credit card,20.25,865.0,female,0,no,yes,no,no,no,no,no,no,no,no,2016,9,1,3
month-to-month,yes,electronic check,76.25,684.85,male,0,no,no,yes,fiber optic,no,no,no,no,no,no,2019,5,1,2
two year,yes,credit card,81.5,5553.25,male,0,no,no,yes,dsl,yes,yes,yes,yes,no,yes,2014,5,1,3
month-to-month,yes,electronic check,84.75,1816.75,female,0,no,yes,yes,fiber optic,no,no,no,no,no,yes,2018,4,1,6
month-to-month,yes,credit card,75.3,1702.9,female,0,yes,yes,no,fiber optic,no,no,yes,no,no,no,2018,3,1,3
month-to-month,yes,electronic check,94.2,1608.15,female,1,no,no,yes,fiber optic,no,no,no,no,yes,yes,2018,9,1,5
month-to-month,yes,electronic check,96.5,1392.25,male,1,yes,no,yes,fiber optic,yes,no,yes,no,yes,no,2018,11,1,3
two year,no,bank transfer,26.3,1245.05,male,0,yes,yes,yes,no,no,no,no,no,no,no,2016,2,1,0
month-to-month,yes,mailed check,56.1,1033.9,female,0,no,no,yes,dsl,no,no,yes,no,no,no,2018,7,1,6
month-to-month,no,mailed check,70.6,70.6,male,0,no,no,no,fiber optic,no,no,no,no,no,no,2019,12,1,6
month-to-month,yes,electronic check,83.65,1465.75,male,0,yes,yes,yes,fiber optic,no,no,no,no,no,yes,2018,6,1,4
one year,yes,electronic check,109.6,7854.15,male,0,yes,no,yes,fiber optic,yes,yes,yes,no,yes,yes,2014,3,1,5
month-to-month,yes,bank transfer,105.35,1559.25,female,0,yes,yes,yes,fiber optic,no,yes,yes,no,yes,yes,2018,11,1,3
month-to-month,no,mailed check,49.25,97.0,male,0,no,no,no,dsl,no,yes,no,no,no,no,2019,12,1,6
month-to-month,no,credit card,61.45,229.55,male,0,yes,yes,no,dsl,no,no,no,yes,no,yes,2019,9,1,6
month-to-month,yes,electronic check,73.05,1959.5,female,0,yes,no,no,dsl,no,yes,no,yes,yes,yes,2017,12,1,4
month-to-month,yes,electronic check,83.55,680.05,female,0,yes,yes,no,fiber optic,no,yes,no,no,yes,no,2019,5,1,2
month-to-month,no,bank transfer,84.3,1537.9,male,0,no,no,yes,fiber optic,no,no,no,no,yes,no,2018,8,1,2
month-to-month,yes,credit card,66.4,2245.4,male,0,no,no,no,dsl,no,yes,yes,no,yes,no,2017,5,1,0
two year,yes,credit card,107.5,7853.7,female,0,no,no,yes,fiber optic,no,no,yes,yes,yes,yes,2014,2,1,5
month-to-month,yes,mailed check,20.95,109.5,female,0,no,no,no,no,no,no,no,no,no,no,2019,8,1,3
month-to-month,yes,electronic check,104.35,2271.85,male,1,no,no,yes,fiber optic,no,yes,yes,no,yes,yes,2018,5,1,1
month-to-month,yes,credit card,96.15,3019.25,male,1,no,no,yes,fiber optic,no,no,no,no,yes,yes,2017,5,1,0
one year,yes,bank transfer,19.35,219.35,female,0,no,no,no,no,no,no,no,no,no,no,2019,2,1,4
two year,no,bank transfer,105.25,7609.75,male,0,yes,yes,yes,fiber optic,yes,no,yes,no,yes,yes,2014,2,1,5
one year,yes,mailed check,108.5,6880.85,male,0,yes,no,yes,fiber optic,yes,no,yes,yes,yes,yes,2014,10,1,2
two year,no,mailed check,24.55,1160.45,male,0,yes,yes,yes,no,no,no,no,no,no,no,2016,3,1,1
month-to-month,yes,bank transfer,46.6,87.9,male,0,no,no,no,dsl,no,no,no,no,no,no,2019,12,1,6
one year,yes,electronic check,89.7,6588.95,male,0,yes,yes,yes,fiber optic,no,yes,no,no,yes,no,2014,2,1,5
two year,no,credit card,19.95,862.4,male,0,yes,yes,no,no,no,no,no,no,no,no,2016,4,1,4
month-to-month,yes,electronic check,87.35,4473.0,male,0,no,no,yes,fiber optic,no,yes,yes,yes,no,no,2015,11,1,6
one year,yes,credit card,63.7,2188.5,male,0,yes,yes,no,dsl,yes,no,yes,no,no,yes,2017,2,1,2
month-to-month,yes,bank transfer,92.55,4039.0,female,0,yes,yes,yes,fiber optic,no,no,yes,no,no,yes,2016,7,1,4
two year,yes,bank transfer,87.1,6230.1,male,0,yes,no,yes,dsl,yes,yes,yes,yes,yes,yes,2014,2,1,5
one year,yes,electronic check,108.35,3726.15,female,1,no,no,yes,fiber optic,yes,yes,yes,no,yes,yes,2017,3,1,2
month-to-month,yes,electronic check,95.15,3532.85,female,0,yes,yes,yes,fiber optic,no,yes,yes,no,no,yes,2017,1,1,6
two year,yes,credit card,91.1,2198.3,female,0,yes,yes,yes,dsl,yes,yes,yes,yes,yes,yes,2018,3,1,3
two year,no,bank transfer,26.5,1698.55,female,0,no,no,yes,no,no,no,no,no,no,no,2014,9,1,0
one year,no,credit card,105.0,7578.05,female,1,yes,no,yes,fiber optic,no,yes,yes,no,yes,yes,2014,2,1,5
one year,no,mailed check,74.75,2282.95,female,0,no,no,yes,dsl,yes,no,no,no,yes,yes,2017,6,1,3
one year,no,bank transfer,19.35,779.2,male,0,no,yes,no,no,no,no,no,no,no,no,2016,11,1,1
two year,no,mailed check,118.6,7990.05,female,0,yes,no,yes,fiber optic,yes,yes,yes,yes,yes,yes,2014,6,1,6
month-to-month,yes,electronic check,86.25,1340.1,female,0,no,no,no,fiber optic,no,yes,no,no,no,yes,2018,10,1,0
one year,no,credit card,20.05,267.0,male,0,no,no,no,no,no,no,no,no,no,no,2019,2,1,4
two year,yes,bank transfer,61.15,4017.45,female,0,no,no,no,dsl,yes,yes,yes,no,no,no,2014,8,1,4
two year,yes,credit card,25.3,1474.35,male,0,no,no,yes,no,no,no,no,no,no,no,2015,4,1,2
month-to-month,no,mailed check,56.65,654.85,male,0,no,no,no,dsl,yes,no,no,yes,no,no,2019,1,1,1
month-to-month,yes,electronic check,104.45,2184.85,male,1,yes,no,yes,fiber optic,no,yes,yes,no,yes,yes,2018,3,1,3
one year,yes,electronic check,19.8,695.05,female,0,no,no,no,no,no,no,no,no,no,no,2017,1,1,6
two year,yes,bank transfer,69.9,4615.9,female,0,yes,yes,yes,dsl,no,no,yes,yes,no,yes,2014,7,1,1
one year,yes,credit card,98.15,4116.8,male,1,yes,no,no,fiber optic,yes,yes,yes,yes,yes,no,2016,10,1,5
two year,yes,bank transfer,89.05,6254.45,male,0,yes,no,yes,dsl,yes,yes,yes,yes,yes,yes,2014,2,1,5
two year,yes,bank transfer,94.35,5703.0,female,0,yes,no,yes,fiber optic,no,yes,no,yes,no,yes,2015,1,1,3
two year,no,mailed check,20.15,802.35,male,0,no,no,no,no,no,no,no,no,no,no,2016,9,1,3
month-to-month,yes,electronic check,89.15,2277.65,female,1,no,no,yes,fiber optic,no,yes,no,no,yes,no,2017,11,1,2
two year,yes,bank transfer,115.8,8476.5,female,0,yes,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,2014,2,1,5
two year,no,bank transfer,25.15,1940.85,male,0,yes,no,yes,no,no,no,no,no,no,no,2014,4,1,1
two year,yes,bank transfer,81.0,4976.15,male,0,yes,yes,yes,dsl,no,no,yes,yes,yes,yes,2015,1,1,3
month-to-month,no,mailed check,20.65,716.4,female,0,yes,yes,no,no,no,no,no,no,no,no,2017,4,1,5
one year,yes,mailed check,19.15,638.0,male,0,no,no,no,no,no,no,no,no,no,no,2017,3,1,2
two year,yes,credit card,61.45,4131.2,female,0,yes,no,no,dsl,no,yes,no,no,no,yes,2014,5,1,3
two year,yes,bank transfer,25.2,1798.9,male,0,yes,yes,yes,no,no,no,no,no,no,no,2014,2,1,5
month-to-month,yes,electronic check,110.85,3204.4,female,1,yes,no,yes,fiber optic,no,yes,yes,yes,yes,yes,2017,10,1,6
month-to-month,yes,mailed check,75.65,399.45,female,0,no,no,no,fiber optic,no,no,no,yes,no,no,2019,9,1,6
month-to-month,no,bank transfer,54.65,1830.1,female,1,no,no,no,dsl,no,yes,no,yes,no,no,2017,6,1,3
two year,yes,bank transfer,97.2,5129.45,female,0,no,no,yes,fiber optic,no,yes,no,no,yes,yes,2015,8,1,5
month-to-month,no,mailed check,19.6,314.45,female,0,yes,no,no,no,no,no,no,no,no,no,2018,10,1,0
month-to-month,no,mailed check,19.6,299.4,female,0,no,no,no,no,no,no,no,no,no,no,2018,11,1,3
one year,no,electronic check,59.8,2343.85,male,0,yes,yes,no,dsl,yes,yes,yes,no,no,no,2016,11,1,1
two year,yes,electronic check,19.75,899.45,male,0,yes,no,no,no,no,no,no,no,no,no,2016,9,1,3
month-to-month,yes,credit card,56.55,118.25,female,1,no,no,yes,dsl,no,yes,no,no,no,no,2019,12,1,6
two year,no,credit card,105.4,6998.95,female,1,yes,no,yes,fiber optic,no,yes,no,yes,yes,yes,2014,5,1,3
two year,no,bank transfer,105.35,7240.65,female,0,yes,no,yes,fiber optic,no,no,yes,yes,yes,yes,2014,5,1,3
one year,yes,electronic check,106.5,7397.0,female,0,yes,yes,yes,fiber optic,no,yes,yes,no,yes,yes,2014,4,1,1
one year,no,credit card,19.15,998.1,female,0,yes,yes,no,no,no,no,no,no,no,no,2015,7,1,2
two year,no,credit card,19.85,1433.8,male,0,yes,no,no,no,no,no,no,no,no,no,2014,4,1,1
one year,no,mailed check,70.2,2894.55,male,0,no,yes,no,dsl,yes,yes,yes,no,yes,no,2016,9,1,3
one year,no,credit card,19.9,527.5,female,0,no,no,no,no,no,no,no,no,no,no,2018,1,1,0
one year,no,credit card,57.2,1423.35,male,0,yes,yes,no,dsl,yes,no,no,yes,no,no,2018,3,1,3
two year,no,bank transfer,52.85,1498.65,female,0,no,no,no,dsl,yes,yes,no,no,no,no,2017,11,1,2
month-to-month,yes,credit card,111.05,7107.0,female,0,no,no,yes,fiber optic,yes,yes,yes,no,yes,yes,2014,9,1,0
one year,no,bank transfer,20.25,488.25,male,0,yes,yes,no,no,no,no,no,no,no,no,2018,4,1,6
month-to-month,yes,bank transfer,49.75,2535.55,female,0,no,no,no,dsl,yes,no,no,no,no,no,2015,10,1,3
month-to-month,yes,credit card,95.1,3691.2,male,0,no,no,yes,fiber optic,no,yes,yes,no,no,yes,2016,12,1,3
month-to-month,yes,electronic check,70.15,194.2,female,0,no,no,no,fiber optic,no,no,no,no,no,no,2019,11,1,4
month-to-month,no,bank transfer,70.45,849.1,male,1,yes,no,no,fiber optic,no,no,no,no,no,no,2019,1,1,1
two year,no,mailed check,24.75,1234.6,male,0,no,no,yes,no,no,no,no,no,no,no,2015,11,1,6
month-to-month,yes,electronic check,81.2,3292.3,male,0,yes,yes,yes,fiber optic,no,no,yes,no,no,no,2016,10,1,5
month-to-month,no,mailed check,19.25,331.35,male,0,no,no,no,no,no,no,no,no,no,no,2018,8,1,2
one year,no,mailed check,19.65,436.9,male,0,yes,yes,no,no,no,no,no,no,no,no,2018,3,1,3
two year,no,mailed check,68.15,4808.7,male,0,yes,no,yes,dsl,yes,yes,yes,yes,no,no,2014,2,1,5
month-to-month,yes,electronic check,98.85,3089.6,female,0,yes,yes,yes,fiber optic,no,yes,no,no,yes,yes,2017,6,1,3
month-to-month,yes,credit card,79.2,2854.95,male,0,no,no,no,dsl,yes,no,yes,yes,yes,yes,2017,2,1,2
one year,yes,credit card,54.45,3674.95,female,0,no,no,no,dsl,yes,no,yes,no,no,no,2014,6,1,6
one year,no,mailed check,24.9,1595.5,female,0,yes,yes,yes,no,no,no,no,no,no,no,2014,10,1,2
one year,yes,bank transfer,20.05,505.9,male,0,yes,yes,no,no,no,no,no,no,no,no,2017,12,1,4
month-to-month,yes,electronic check,80.7,2193.0,female,0,no,no,yes,fiber optic,no,no,yes,no,no,no,2017,12,1,4
two year,yes,credit card,99.5,5861.75,male,0,yes,yes,yes,fiber optic,no,no,yes,no,yes,yes,2015,3,1,6
month-to-month,no,bank transfer,56.25,2419.55,female,0,yes,yes,no,dsl,yes,no,no,yes,no,no,2016,6,1,2
month-to-month,yes,mailed check,19.3,279.3,female,0,no,no,no,no,no,no,no,no,no,no,2019,1,1,1
month-to-month,yes,electronic check,100.45,3414.65,female,0,yes,no,yes,fiber optic,no,no,yes,no,yes,yes,2017,4,1,5
two year,yes,credit card,79.95,4819.75,female,1,yes,no,no,dsl,yes,no,yes,yes,yes,yes,2014,12,1,0
one year,no,bank transfer,83.0,5243.05,female,1,no,no,yes,dsl,yes,yes,yes,yes,yes,no,2014,11,1,5
month-to-month,yes,mailed check,19.1,19.1,female,0,no,no,no,no,no,no,no,no,no,no,2019,12,1,6
two year,yes,credit card,90.15,6237.05,male,0,yes,yes,yes,dsl,yes,yes,yes,yes,yes,yes,2014,4,1,1
month-to-month,yes,electronic check,84.95,1378.25,female,0,yes,no,yes,fiber optic,no,no,no,no,yes,no,2018,9,1,5
month-to-month,yes,electronic check,59.6,2094.9,male,0,no,no,yes,dsl,yes,no,yes,no,no,no,2017,3,1,2
month-to-month,no,mailed check,20.2,382.2,female,0,yes,yes,no,no,no,no,no,no,no,no,2018,7,1,6
month-to-month,yes,mailed check,20.3,275.4,female,0,no,no,no,no,no,no,no,no,no,no,2019,1,1,1
two year,no,bank transfer,23.4,1429.65,male,0,no,no,yes,no,no,no,no,no,no,no,2014,12,1,0
month-to-month,yes,electronic check,53.65,404.35,female,0,no,no,yes,dsl,yes,no,no,no,no,no,2019,7,1,0
month-to-month,yes,mailed check,94.05,518.75,female,0,yes,yes,yes,fiber optic,no,yes,yes,no,yes,no,2019,8,1,3
two year,yes,bank transfer,20.05,1198.05,male,1,no,no,no,no,no,no,no,no,no,no,2014,10,1,2
month-to-month,yes,credit card,45.8,436.2,male,0,no,no,no,dsl,no,no,no,no,no,no,2019,4,1,0
month-to-month,no,mailed check,20.05,669.45,female,0,yes,no,no,no,no,no,no,no,no,no,2017,5,1,0
one year,no,bank transfer,58.25,3975.7,female,0,yes,no,yes,dsl,yes,no,no,yes,no,no,2014,6,1,6
one year,yes,credit card,87.15,2274.1,female,0,no,no,no,fiber optic,yes,no,yes,yes,no,no,2017,12,1,4
one year,no,electronic check,85.45,6300.85,male,0,yes,yes,yes,dsl,yes,no,yes,yes,yes,yes,2014,3,1,5
month-to-month,no,mailed check,19.85,119.3,female,0,yes,yes,no,no,no,no,no,no,no,no,2019,8,1,3
month-to-month,yes,electronic check,70.3,235.5,female,1,no,no,no,fiber optic,no,no,no,no,no,no,2019,10,1,1
month-to-month,yes,electronic check,111.35,6519.75,male,0,no,no,yes,fiber optic,no,yes,yes,yes,yes,yes,2015,3,1,6
two year,yes,credit card,74.3,4166.35,female,0,no,no,no,dsl,yes,yes,yes,yes,yes,no,2015,5,1,4
two year,no,bank transfer,20.5,759.35,male,0,yes,yes,no,no,no,no,no,no,no,no,2017,3,1,2
month-to-month,no,bank transfer,66.25,2907.35,male,0,yes,no,yes,dsl,yes,yes,no,yes,no,no,2016,7,1,4
month-to-month,yes,credit card,94.65,6079.0,male,1,yes,no,yes,fiber optic,no,no,no,no,yes,yes,2014,7,1,1
month-to-month,yes,bank transfer,83.35,4065.0,male,0,yes,no,yes,fiber optic,no,yes,yes,no,no,no,2016,2,1,0
month-to-month,no,mailed check,78.75,426.35,male,0,no,no,no,fiber optic,no,no,no,no,no,yes,2019,9,1,6
