Customer_ID,Begin_Date,End_Date,Type,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Gender,Senior_Citizen,Partner,Dependents,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies
5598-IKHQQ,2014-02-01,2020-02-01,two year,no,credit card,25.45,1866.45,female,0,no,no,yes,,,,,,,
5599-HVLTW,2018-12-01,2020-02-01,month-to-month,yes,bank transfer,80.35,1058.1,female,1,no,no,yes,fiber optic,no,no,yes,no,no,no
5600-KTXFM,2019-12-01,2020-02-01,month-to-month,no,mailed check,69.95,143.9,male,0,yes,yes,no,fiber optic,no,no,no,no,no,no
5600-PDUJF,2019-08-01,2020-02-01,month-to-month,yes,credit card,49.5,312.7,male,0,no,no,no,dsl,no,no,no,yes,no,no
5602-BVFMK,2019-02-01,2020-02-01,one year,no,mailed check,19.3,228.75,female,0,no,no,no,,,,,,,
5605-IYGFG,2019-07-01,2020-02-01,month-to-month,yes,bank transfer,69.85,515.45,female,0,no,no,no,fiber optic,no,no,no,no,no,no
5605-XNWEN,2014-02-01,2020-02-01,two year,yes,bank transfer,25.0,1802.55,male,1,yes,no,yes,,,,,,,
5606-AMZBO,2019-04-01,2020-02-01,month-to-month,yes,credit card,78.15,765.15,female,0,yes,no,yes,fiber optic,yes,no,no,no,no,no
5609-CEBID,2018-05-01,2020-01-01,month-to-month,yes,electronic check,94.1,1782.4,female,1,no,no,yes,fiber optic,no,yes,yes,no,no,yes
5609-IMCGG,2018-11-01,2020-02-01,month-to-month,yes,credit card,84.35,1302.65,female,0,no,no,yes,fiber optic,yes,no,yes,no,no,no
5614-DNZCE,2015-04-01,2020-02-01,two year,yes,credit card,64.9,3795.45,female,0,no,no,no,dsl,yes,yes,yes,yes,no,no
5616-PRTNT,2018-03-01,2019-11-01,month-to-month,yes,electronic check,19.4,374.5,male,0,no,yes,no,,,,,,,
5619-PTMIK,2016-04-01,2020-02-01,month-to-month,no,electronic check,53.1,2459.8,female,0,yes,no,yes,dsl,yes,no,no,no,no,no
5619-XZZKR,2019-10-01,2020-02-01,one year,no,mailed check,19.95,68.2,male,0,no,no,no,,,,,,,
5622-UEJFI,2017-03-01,2020-02-01,two year,yes,credit card,25.4,949.8,female,0,yes,yes,yes,,,,,,,
5624-BQSSA,2019-11-01,2019-12-01,month-to-month,no,mailed check,20.95,20.95,female,0,no,no,no,,,,,,,
5624-RYAMH,2019-05-01,2020-02-01,month-to-month,yes,electronic check,19.5,178.85,female,0,no,no,no,,,,,,,
5626-MGTUK,2018-06-01,2020-02-01,month-to-month,yes,bank transfer,89.1,1879.25,female,0,no,no,yes,fiber optic,yes,no,no,no,yes,no
5627-TVBPP,2017-03-01,2020-02-01,one year,yes,credit card,20.1,644.5,female,0,no,yes,no,,,,,,,
5628-FCGYG,2018-05-01,2020-02-01,month-to-month,yes,electronic check,84.1,1737.45,male,0,no,no,yes,fiber optic,no,no,no,no,no,yes
5628-RKIFK,2016-01-01,2020-02-01,month-to-month,no,credit card,101.55,5070.4,female,1,no,no,yes,fiber optic,yes,no,no,no,yes,yes
5630-AHZIL,2019-11-01,2020-02-01,month-to-month,yes,bank transfer,64.5,177.4,female,0,no,yes,no,dsl,yes,no,no,yes,no,yes
5630-IXDXV,2016-03-01,2020-02-01,month-to-month,yes,electronic check,106.35,4849.1,female,0,no,no,yes,fiber optic,no,yes,yes,no,yes,yes
5639-NTUPK,2019-01-01,2020-02-01,month-to-month,yes,credit card,52.1,670.65,male,0,no,yes,no,dsl,yes,no,no,no,no,no
5640-CAXOA,,,,,,,,,,,,,dsl,no,no,no,yes,no,yes
5641-DMBFJ,2015-04-01,2020-02-01,two year,yes,electronic check,84.3,4916.4,female,0,yes,no,yes,dsl,yes,no,yes,yes,yes,yes
5642-MHDQT,2015-09-01,2020-02-01,one year,yes,bank transfer,19.85,1039.45,female,0,yes,yes,no,,,,,,,
5644-PDMZC,2019-08-01,2019-10-01,month-to-month,no,electronic check,89.5,161.5,female,1,no,no,yes,fiber optic,no,yes,no,no,no,yes
5647-FXOTP,2015-02-01,2020-02-01,month-to-month,yes,electronic check,105.9,6401.25,female,1,yes,no,yes,fiber optic,no,yes,yes,no,yes,yes
5647-URDKA,2019-06-01,2020-02-01,two year,no,mailed check,19.7,130.25,male,0,yes,yes,no,,,,,,,
5649-ANRML,2019-11-01,2020-01-01,month-to-month,yes,credit card,95.1,180.25,male,1,no,no,no,fiber optic,no,yes,yes,yes,no,yes
5649-RXQTV,2015-11-01,2020-02-01,month-to-month,yes,electronic check,99.0,5038.15,male,0,no,no,no,fiber optic,no,yes,yes,no,yes,yes
5649-TJHOV,,,,,,,,,,,,,dsl,no,no,no,no,no,yes
5649-VUKMC,2018-12-01,2019-12-01,one year,no,mailed check,95.5,1115.15,female,0,no,no,no,fiber optic,no,no,yes,no,yes,yes
5650-VDUDS,,,,,,,,,,,,,dsl,no,no,no,no,no,no
5650-YLIBA,2017-07-01,2020-02-01,month-to-month,yes,electronic check,81.15,2640.55,male,0,no,no,yes,fiber optic,no,yes,no,no,no,no
5651-CPDND,2019-04-01,2020-02-01,month-to-month,no,mailed check,46.0,492.1,male,0,no,no,no,dsl,no,no,no,no,no,no
5651-CRHKQ,2016-09-01,2020-02-01,one year,yes,bank transfer,86.2,3339.05,female,0,yes,no,no,fiber optic,no,yes,yes,yes,no,no
5651-WYIPH,2018-08-01,2020-02-01,month-to-month,yes,credit card,49.85,865.75,female,1,no,no,no,dsl,no,yes,no,no,no,no
5651-YLPRD,2017-06-01,2020-02-01,month-to-month,yes,electronic check,86.1,2723.75,female,0,yes,yes,no,fiber optic,no,yes,no,no,yes,no
5652-MSDEY,2019-04-01,2020-02-01,month-to-month,yes,mailed check,75.75,777.3,female,0,no,no,yes,fiber optic,no,no,no,no,no,no
5655-JSMZM,2015-12-01,2020-01-01,month-to-month,yes,electronic check,96.2,4718.25,male,1,no,no,yes,fiber optic,no,no,no,no,yes,yes
5656-JAMLX,2014-12-01,2020-02-01,two year,no,bank transfer,19.85,1253.65,male,0,no,no,no,,,,,,,
5656-MJEFC,,,,,,,,,,,,,dsl,yes,no,yes,yes,yes,no
5663-QBGIS,2014-02-01,2020-02-01,two year,no,bank transfer,98.35,6929.4,male,1,yes,no,yes,fiber optic,no,yes,no,no,yes,yes
5666-CYCYZ,2018-02-01,2020-02-01,month-to-month,yes,electronic check,89.55,2259.35,female,0,no,no,yes,fiber optic,no,no,no,yes,no,yes
5666-MBJPT,2014-09-01,2020-02-01,two year,yes,bank transfer,25.1,1725.0,male,0,no,no,yes,,,,,,,
5668-MEISB,2014-02-01,2020-02-01,two year,no,credit card,106.1,7657.4,female,0,yes,yes,yes,fiber optic,yes,yes,yes,yes,yes,no
5669-SRAIP,,,,,,,,,,,,,dsl,no,no,yes,no,no,yes
5671-RQRLP,2014-04-01,2020-02-01,two year,yes,credit card,75.65,5411.4,female,1,yes,no,yes,fiber optic,no,no,no,no,no,no
5671-UUNXD,2015-12-01,2020-02-01,one year,yes,electronic check,100.65,5189.75,female,1,yes,no,yes,fiber optic,no,no,no,yes,yes,yes
5673-FSSMF,2019-11-01,2019-12-01,month-to-month,yes,electronic check,60.15,60.15,female,0,no,no,yes,dsl,no,no,no,no,no,yes
5673-TIYIB,,,,,,,,,,,,,dsl,no,yes,yes,yes,no,no
5676-CFLYY,2014-03-01,2020-02-01,two year,yes,credit card,73.35,5154.5,male,0,yes,yes,no,dsl,no,yes,no,yes,yes,yes
5678-VFNEQ,2014-03-01,2020-02-01,one year,yes,credit card,104.1,7412.25,female,0,yes,no,yes,fiber optic,yes,no,yes,no,yes,yes
5680-LQOGP,2014-06-01,2020-02-01,two year,yes,credit card,82.45,5646.6,female,0,no,no,no,dsl,yes,yes,yes,yes,yes,yes
5681-LLOEI,2016-07-01,2020-02-01,one year,yes,credit card,91.25,4013.8,male,0,yes,yes,yes,fiber optic,yes,no,yes,yes,no,no
5684-FJVYR,2014-02-01,2020-02-01,two year,yes,bank transfer,90.35,6563.4,female,0,yes,yes,yes,fiber optic,yes,yes,no,yes,no,no
5685-IIXLY,2019-08-01,2020-01-01,month-to-month,yes,electronic check,83.6,404.2,female,0,yes,yes,no,fiber optic,no,yes,no,no,no,yes
5686-CMAWK,2018-09-01,2020-02-01,one year,no,electronic check,86.75,1410.25,male,0,no,no,yes,fiber optic,no,no,yes,yes,no,no
5687-DKDTV,2019-07-01,2019-11-01,month-to-month,no,mailed check,20.35,77.5,female,0,no,no,no,,,,,,,
5688-KZTSN,2018-07-01,2019-10-01,month-to-month,yes,electronic check,20.0,288.05,male,0,yes,yes,no,,,,,,,
5692-FPTAH,2019-12-01,2020-01-01,month-to-month,yes,mailed check,45.4,45.4,female,0,no,no,no,dsl,no,no,no,no,no,no
5692-ICXLW,2017-07-01,2020-02-01,month-to-month,yes,electronic check,90.7,2845.15,male,1,no,no,yes,fiber optic,no,yes,no,no,yes,no
5693-PIPCS,2016-09-01,2020-02-01,two year,yes,credit card,99.65,4220.35,male,0,no,no,no,fiber optic,no,yes,no,yes,yes,yes
5696-CEIQJ,2014-07-01,2020-02-01,two year,no,bank transfer,103.15,6895.5,male,0,yes,yes,no,fiber optic,no,yes,yes,yes,yes,yes
5696-EXCYS,2018-09-01,2020-02-01,two year,no,credit card,19.45,369.05,male,0,no,no,no,,,,,,,
5696-JVVQY,2016-02-01,2020-02-01,two year,yes,credit card,70.1,3238.4,female,0,yes,yes,no,dsl,yes,yes,yes,no,no,yes
5696-QURRL,2019-09-01,2019-10-01,month-to-month,yes,mailed check,45.05,45.05,male,0,no,no,no,dsl,no,no,no,no,no,no
5697-GOMBF,,,,,,,,,,,,,dsl,no,no,no,no,yes,no
5698-BQJOH,2019-04-01,2020-01-01,month-to-month,no,electronic check,94.4,857.25,female,0,no,no,yes,fiber optic,no,no,no,no,yes,yes
5699-BNCAS,2014-03-01,2020-02-01,two year,yes,mailed check,24.65,1766.75,male,1,no,no,yes,,,,,,,
5701-GUXDC,,,,,,,,,,,,,dsl,yes,no,yes,no,no,no
5701-SVCWR,2020-01-01,2020-02-01,month-to-month,no,mailed check,24.0,24.0,female,0,no,yes,yes,,,,,,,
5701-YVSVF,2019-03-01,2020-02-01,month-to-month,yes,electronic check,82.9,880.05,female,1,yes,no,no,fiber optic,no,no,no,yes,yes,no
5701-ZIKJE,2019-01-01,2020-02-01,month-to-month,yes,mailed check,50.55,610.75,male,0,no,no,no,dsl,no,no,no,yes,no,no
5702-KVQRD,2014-03-01,2020-02-01,two year,yes,electronic check,82.55,5832.65,male,0,yes,no,no,dsl,yes,no,yes,yes,yes,yes
5702-SKUOB,2019-10-01,2020-02-01,month-to-month,no,mailed check,19.6,93.45,female,0,yes,no,no,,,,,,,
5707-ORNDZ,2019-02-01,2019-11-01,month-to-month,no,electronic check,54.55,494.05,male,1,no,no,yes,dsl,yes,no,no,no,no,no
5707-ZMDJP,2015-09-01,2020-02-01,two year,yes,mailed check,69.7,3729.6,male,0,yes,yes,no,dsl,yes,yes,no,yes,yes,no
5708-EVONK,2015-02-01,2019-12-01,month-to-month,yes,bank transfer,93.4,5435.6,female,0,yes,yes,yes,fiber optic,yes,yes,no,no,no,yes
5709-LVOEQ,2020-02-01,2020-02-01,two year,no,mailed check,80.85,0.0,female,0,yes,yes,no,dsl,yes,yes,yes,no,yes,yes
5712-AHQNN,2016-07-01,2020-02-01,month-to-month,yes,electronic check,91.65,3954.1,female,0,no,no,no,fiber optic,no,yes,yes,no,yes,no
5712-PTIWW,2019-11-01,2020-01-01,month-to-month,yes,electronic check,79.85,152.45,male,0,no,no,no,fiber optic,no,no,yes,yes,no,no
5712-VBOXD,2019-10-01,2020-02-01,month-to-month,yes,credit card,20.15,68.45,female,0,no,no,no,,,,,,,
5716-EZXZN,2014-09-01,2020-02-01,two year,yes,credit card,99.05,6416.7,female,0,yes,yes,yes,fiber optic,yes,yes,no,yes,yes,no
5716-LIBJC,2019-01-01,2020-02-01,one year,yes,credit card,104.15,1299.1,female,0,no,yes,yes,fiber optic,no,yes,yes,no,yes,yes
5724-BIDBU,2016-01-01,2020-02-01,one year,yes,electronic check,55.35,2633.95,male,0,yes,no,yes,dsl,yes,no,no,no,no,no
5726-CVNYA,2019-06-01,2020-02-01,two year,yes,mailed check,19.85,146.6,female,0,yes,yes,no,,,,,,,
5727-MYATE,2014-02-01,2020-02-01,two year,yes,credit card,90.8,6397.6,male,0,yes,yes,yes,dsl,yes,yes,yes,yes,yes,yes
5729-KLZAR,2019-08-01,2019-12-01,month-to-month,no,electronic check,80.85,302.75,female,0,yes,yes,no,fiber optic,no,no,no,no,no,yes
5730-DBDSI,2014-08-01,2020-02-01,two year,no,bank transfer,19.7,1253.8,male,0,no,no,no,,,,,,,
5730-RIITO,,,,,,,,,,,,,dsl,yes,yes,no,no,no,no
5732-IKGQH,2015-10-01,2020-02-01,one year,yes,bank transfer,104.45,5481.25,male,1,yes,no,no,fiber optic,yes,no,yes,yes,yes,yes
5734-EJKXG,2015-01-01,2020-02-01,one year,yes,electronic check,118.6,7365.7,female,0,no,no,yes,fiber optic,yes,yes,yes,yes,yes,yes
5736-YEJAX,2014-05-01,2020-02-01,two year,yes,credit card,79.45,5502.55,male,0,no,yes,yes,dsl,yes,yes,yes,yes,yes,no
5740-YHGTW,2014-04-01,2020-02-01,month-to-month,yes,credit card,97.55,6669.05,male,0,yes,yes,yes,fiber optic,yes,yes,no,no,yes,no
5743-KHMNA,2014-03-01,2020-02-01,two year,no,bank transfer,25.55,1898.1,male,0,no,no,yes,,,,,,,
5747-PMBSQ,2018-12-01,2019-10-01,month-to-month,yes,mailed check,92.5,934.1,male,1,yes,no,no,fiber optic,no,yes,yes,yes,yes,no
5748-RNCJT,2014-02-01,2019-11-01,two year,yes,bank transfer,106.5,7348.8,male,0,no,no,yes,fiber optic,no,no,yes,yes,yes,yes
5751-USDBL,2016-04-01,2020-02-01,two year,no,mailed check,81.0,3846.35,male,0,yes,yes,no,dsl,yes,no,yes,yes,yes,yes
5753-QQWPW,2017-10-01,2020-02-01,one year,yes,electronic check,59.9,1654.7,female,0,no,no,no,dsl,yes,yes,no,yes,no,no
5756-JYOJT,2019-03-01,2020-02-01,one year,no,credit card,64.9,697.25,female,0,no,no,no,dsl,no,no,yes,yes,no,yes
5756-OZRIO,2015-01-01,2020-02-01,one year,no,bank transfer,64.05,3902.6,male,1,yes,no,yes,dsl,no,yes,no,no,no,yes
5759-RCVCB,,,,,,,,,,,,,dsl,no,no,no,no,yes,no
5760-FXFVO,2019-08-01,2020-02-01,month-to-month,yes,electronic check,78.95,494.95,male,0,no,no,no,fiber optic,yes,yes,no,no,no,no
5760-IFJOZ,2019-11-01,2020-02-01,month-to-month,no,mailed check,107.95,313.6,male,0,no,no,yes,fiber optic,no,yes,yes,no,yes,yes
5760-WRAHC,2018-04-01,2020-02-01,month-to-month,yes,mailed check,69.75,1545.4,female,1,no,no,no,dsl,yes,no,yes,yes,no,yes
5762-TJXGK,,,,,,,,,,,,,dsl,yes,yes,yes,no,yes,yes
5766-FTRTS,2014-02-01,2020-02-01,two year,no,mailed check,84.45,6033.1,male,0,yes,no,no,dsl,yes,yes,yes,yes,yes,yes
5766-XQXMQ,2017-06-01,2019-11-01,month-to-month,yes,bank transfer,68.85,1970.5,female,0,no,no,no,dsl,yes,yes,yes,no,no,yes
5766-ZJYBB,2019-11-01,2019-12-01,month-to-month,no,mailed check,19.4,19.4,male,0,no,no,no,,,,,,,
5774-QPLTF,2015-12-01,2020-02-01,one year,yes,mailed check,20.35,938.95,male,0,yes,yes,no,,,,,,,
5774-XZTQC,2019-07-01,2020-02-01,month-to-month,no,mailed check,20.45,150.75,female,0,yes,yes,no,,,,,,,
5777-KJIRB,2016-10-01,2020-02-01,one year,yes,mailed check,50.25,2023.55,female,0,no,no,no,dsl,no,no,yes,no,no,no
5777-ZPQNC,2019-02-01,2020-02-01,one year,no,electronic check,20.15,260.7,female,0,no,no,no,,,,,,,
5778-BVOFB,2019-05-01,2020-02-01,month-to-month,yes,bank transfer,59.5,530.05,female,0,no,no,no,dsl,no,no,no,yes,yes,no
5780-INQIK,2019-06-01,2020-02-01,month-to-month,no,electronic check,49.4,408.25,female,0,no,no,no,dsl,no,no,no,yes,no,no
5781-BKHOP,2014-02-01,2020-02-01,two year,no,bank transfer,100.65,7334.05,female,0,yes,no,yes,fiber optic,yes,yes,yes,no,yes,no
5781-RFZRP,2014-03-01,2020-02-01,two year,no,credit card,73.5,5357.75,male,0,yes,no,yes,dsl,yes,yes,no,yes,yes,no
5787-KXGIY,2014-02-01,2020-02-01,two year,no,credit card,19.3,1304.8,male,0,yes,no,no,,,,,,,
5788-YPOEG,2017-04-01,2020-02-01,two year,no,mailed check,84.75,2839.45,female,0,yes,yes,no,dsl,yes,yes,yes,yes,yes,yes
5789-LDFXO,2018-02-01,2020-02-01,one year,no,electronic check,24.6,592.65,male,0,no,no,yes,,,,,,,
5791-KAJFD,2015-06-01,2020-02-01,one year,yes,bank transfer,68.75,3808.0,female,0,yes,yes,yes,dsl,yes,no,yes,no,no,yes
5792-JALQC,2015-10-01,2020-02-01,two year,no,bank transfer,59.85,3103.25,female,1,no,no,yes,dsl,yes,no,yes,no,no,no
5793-YOLJN,2015-07-01,2020-02-01,two year,no,mailed check,21.0,1210.3,female,0,yes,yes,no,,,,,,,
5795-BKOYE,2014-05-01,2020-02-01,one year,no,bank transfer,59.1,4134.7,female,0,yes,yes,no,dsl,no,yes,yes,yes,no,no
5795-KTGUD,2014-06-01,2020-02-01,two year,yes,bank transfer,110.8,7553.6,female,0,yes,no,yes,fiber optic,yes,yes,yes,no,yes,yes
5797-APWZC,2019-12-01,2020-01-01,month-to-month,no,electronic check,90.6,90.6,female,0,no,no,no,fiber optic,no,no,no,no,yes,yes
5799-JRCZO,2014-11-01,2020-02-01,two year,no,credit card,19.5,1215.1,female,0,no,yes,no,,,,,,,
5802-ADBRC,2015-12-01,2020-02-01,one year,yes,mailed check,104.4,5232.9,female,0,yes,no,yes,fiber optic,yes,no,yes,no,yes,yes
5803-NQJZO,2014-02-01,2020-02-01,two year,yes,bank transfer,67.8,4804.65,male,0,yes,no,yes,dsl,yes,yes,yes,yes,no,no
5804-HYIEZ,2014-04-01,2020-02-01,month-to-month,yes,electronic check,106.05,7554.05,male,0,yes,yes,yes,fiber optic,yes,yes,no,no,yes,yes
5804-JMYIO,2016-11-01,2020-02-01,two year,no,mailed check,19.75,757.95,female,0,yes,yes,no,,,,,,,
5804-LEPIM,2019-10-01,2019-12-01,month-to-month,yes,electronic check,70.35,139.05,female,1,no,no,no,fiber optic,no,no,no,no,no,no
5808-TOTXO,2019-11-01,2020-02-01,one year,yes,credit card,20.55,57.4,female,0,no,yes,no,,,,,,,
5811-IWXYM,2015-10-01,2020-02-01,one year,no,bank transfer,101.25,5301.1,female,0,yes,yes,yes,fiber optic,no,no,yes,no,yes,yes
5813-UECBU,2017-04-01,2020-01-01,month-to-month,yes,credit card,83.85,2716.3,male,1,no,no,yes,fiber optic,no,yes,yes,no,no,no
5815-HGGHV,2018-06-01,2020-02-01,one year,yes,mailed check,64.15,1274.45,male,0,yes,no,no,dsl,yes,no,no,yes,no,yes
5816-JMLGY,2014-04-01,2020-02-01,two year,yes,bank transfer,80.4,5717.85,female,0,yes,yes,no,dsl,no,yes,yes,yes,yes,yes
5816-QVHRX,2017-01-01,2020-02-01,month-to-month,no,credit card,100.3,3541.4,female,0,no,no,yes,fiber optic,no,no,no,yes,yes,yes
5816-SCGFC,2019-07-01,2020-02-01,month-to-month,yes,mailed check,51.3,419.35,female,1,no,no,no,dsl,no,yes,no,no,no,no
5820-PTRYM,2015-06-01,2020-02-01,one year,yes,credit card,68.45,4014.0,female,1,yes,no,yes,dsl,yes,yes,yes,yes,no,no
5821-MMEIL,2015-05-01,2020-02-01,two year,no,bank transfer,19.9,1115.6,female,0,yes,no,no,,,,,,,
5825-XJOCM,2016-02-01,2020-02-01,one year,yes,bank transfer,64.4,3035.35,male,0,no,yes,yes,dsl,yes,yes,yes,no,no,no
5827-MWCZK,2015-06-01,2020-02-01,month-to-month,yes,credit card,96.95,5432.2,male,0,yes,yes,yes,fiber optic,no,yes,no,yes,yes,no
5828-AVIPD,2018-03-01,2019-10-01,one year,yes,electronic check,100.95,1875.55,male,0,yes,yes,yes,fiber optic,no,no,no,yes,yes,yes
5828-DWPIL,2014-12-01,2020-02-01,month-to-month,yes,electronic check,89.1,5618.3,male,1,yes,no,yes,fiber optic,yes,yes,yes,no,no,no
5829-NVSQN,2018-03-01,2020-02-01,one year,yes,bank transfer,68.75,1689.45,female,0,yes,no,no,dsl,yes,no,yes,yes,no,yes
5832-EXGTT,2017-09-01,2020-02-01,month-to-month,yes,mailed check,60.2,1834.15,male,0,yes,yes,no,dsl,yes,no,no,no,no,yes
5832-TRLPB,2017-09-01,2020-02-01,one year,yes,bank transfer,75.35,2243.9,male,0,no,no,no,dsl,no,no,yes,yes,yes,yes
5832-XKAES,2019-09-01,2019-11-01,month-to-month,yes,credit card,69.8,134.7,male,0,no,no,no,fiber optic,no,no,no,no,no,no
5834-ASPWA,2019-11-01,2019-12-01,month-to-month,yes,electronic check,75.45,75.45,male,0,no,no,yes,fiber optic,no,no,no,no,no,no
5835-BEQEU,2019-09-01,2019-12-01,month-to-month,yes,electronic check,76.95,228.4,male,0,no,no,yes,fiber optic,no,no,no,no,no,no
5837-LXSDN,2018-05-01,2020-02-01,one year,yes,credit card,58.85,1215.45,female,0,yes,yes,no,dsl,no,yes,no,no,yes,no
5839-SUYVZ,2018-10-01,2020-02-01,month-to-month,yes,credit card,74.55,1170.5,male,0,no,no,no,fiber optic,no,no,no,yes,no,no
5840-NVDCG,2018-10-01,2020-02-01,two year,no,bank transfer,68.25,1114.85,female,0,yes,yes,no,dsl,yes,yes,no,yes,no,yes
5842-POCOP,2019-06-01,2019-11-01,month-to-month,yes,mailed check,88.9,454.15,female,0,yes,no,no,fiber optic,yes,no,yes,no,no,yes
5843-TTHGI,2018-08-01,2020-02-01,month-to-month,yes,mailed check,50.0,892.7,female,0,no,no,no,dsl,no,no,yes,no,no,no
5844-QVTAT,2017-05-01,2020-02-01,one year,yes,mailed check,58.45,1955.4,female,0,yes,yes,no,dsl,yes,yes,yes,no,no,no
5845-BZZIB,2017-03-01,2020-02-01,two year,no,mailed check,20.1,655.3,male,0,yes,yes,no,,,,,,,
5846-ABOBJ,2014-03-01,2020-02-01,two year,no,bank transfer,24.45,1730.65,male,0,yes,no,yes,,,,,,,
5846-NEQVZ,2014-03-01,2020-02-01,two year,yes,credit card,70.85,4973.4,male,0,yes,yes,no,dsl,yes,no,yes,yes,no,yes
5846-QFDFI,2017-05-01,2020-02-01,month-to-month,no,credit card,88.6,2888.7,female,0,yes,yes,yes,fiber optic,no,yes,yes,yes,no,no
5847-MXBEO,2018-04-01,2020-02-01,one year,no,mailed check,20.3,475.1,male,0,no,no,no,,,,,,,
5848-FHRFC,2014-06-01,2020-02-01,two year,no,bank transfer,20.05,1386.9,female,0,no,no,no,,,,,,,
5849-ASHZJ,2017-11-01,2020-02-01,one year,no,credit card,20.05,552.9,male,0,no,yes,no,,,,,,,
5850-BDWCY,2019-08-01,2020-02-01,month-to-month,no,mailed check,20.2,123.65,female,0,no,no,no,,,,,,,
5854-KSRBJ,2014-04-01,2020-02-01,two year,no,mailed check,25.4,1782.05,male,0,yes,yes,yes,,,,,,,
5855-EIBDE,2016-01-01,2020-02-01,two year,no,credit card,106.65,5174.35,female,0,yes,no,yes,fiber optic,yes,yes,yes,yes,no,yes
5857-TYBCJ,2016-06-01,2020-02-01,month-to-month,yes,electronic check,89.2,4040.2,male,1,yes,no,yes,fiber optic,no,no,yes,no,yes,no
5857-XRECV,2019-12-01,2020-02-01,one year,no,bank transfer,20.5,38.25,female,0,no,yes,no,,,,,,,
5858-EAFCZ,2020-01-01,2020-02-01,month-to-month,no,mailed check,44.45,44.45,male,0,no,no,no,dsl,no,no,no,no,no,no
5859-HZYLF,2017-12-01,2020-02-01,two year,yes,credit card,19.15,515.75,male,0,yes,yes,no,,,,,,,
5862-BRIXZ,,,,,,,,,,,,,dsl,yes,no,yes,yes,yes,yes
5863-OOKCL,2019-04-01,2020-02-01,month-to-month,no,mailed check,18.85,163.2,female,0,no,no,no,,,,,,,
5868-CZJDR,,,,,,,,,,,,,dsl,no,yes,no,no,no,no
5868-YTYKS,2020-01-01,2020-02-01,month-to-month,yes,mailed check,20.25,20.25,male,0,no,yes,no,,,,,,,
5868-YWPDW,2019-05-01,2019-11-01,month-to-month,yes,electronic check,84.2,519.15,male,1,yes,no,no,fiber optic,no,yes,no,no,no,yes
5871-DGTXZ,2017-06-01,2020-02-01,one year,no,mailed check,19.8,607.7,male,0,no,no,no,,,,,,,
5872-OEQNH,,,,,,,,,,,,,dsl,yes,no,yes,no,no,yes
5875-YPQFJ,2019-11-01,2019-12-01,month-to-month,yes,electronic check,69.9,69.9,male,0,no,no,no,fiber optic,no,no,no,no,no,no
5876-HZVZM,2019-05-01,2019-11-01,month-to-month,no,credit card,55.9,365.35,female,0,yes,yes,no,dsl,yes,yes,no,no,no,no
5876-QMYLD,2018-03-01,2020-02-01,one year,no,mailed check,20.05,415.1,female,0,yes,yes,no,,,,,,,
5879-HMFFH,2014-02-01,2020-02-01,two year,no,bank transfer,88.05,6520.8,female,0,yes,no,yes,dsl,yes,yes,yes,yes,yes,yes
5879-SESNB,2019-03-01,2020-02-01,month-to-month,no,electronic check,75.25,888.65,female,0,no,no,yes,fiber optic,no,no,no,no,no,no
5882-CMAZQ,,,,,,,,,,,,,dsl,no,yes,no,yes,no,no
5883-GTGVD,2018-06-01,2020-01-01,month-to-month,yes,electronic check,99.95,1931.75,male,0,no,no,yes,fiber optic,no,yes,no,no,yes,yes
5884-FBCTL,2014-02-01,2020-02-01,two year,no,bank transfer,25.1,1857.85,female,0,yes,yes,yes,,,,,,,
5884-GCYMI,2019-09-01,2019-10-01,month-to-month,no,mailed check,69.4,69.4,male,0,no,no,no,fiber optic,no,no,no,no,no,no
5886-VLQVU,2017-03-01,2020-02-01,month-to-month,yes,bank transfer,89.85,3161.2,male,0,yes,no,yes,fiber optic,no,no,no,yes,no,yes
5887-IKKYO,2015-04-01,2020-02-01,two year,no,bank transfer,94.35,5563.65,male,0,yes,yes,yes,fiber optic,no,no,yes,yes,no,yes
5889-JTMUL,2015-09-01,2019-11-01,month-to-month,yes,electronic check,95.05,4888.7,female,1,yes,no,yes,fiber optic,no,yes,yes,no,yes,no
5889-LFOLL,2018-09-01,2019-10-01,month-to-month,yes,electronic check,84.6,1115.2,female,0,no,no,yes,fiber optic,no,no,no,no,no,yes
5893-KCLGT,2014-02-01,2020-02-01,two year,yes,mailed check,19.75,1567.0,female,0,no,yes,no,,,,,,,
5893-PYOLZ,2015-06-01,2020-02-01,two year,yes,credit card,81.8,4534.45,male,0,no,no,no,dsl,no,yes,yes,yes,yes,yes
5895-QSXOD,2019-05-01,2020-02-01,month-to-month,no,mailed check,70.05,657.5,male,0,no,no,no,fiber optic,no,no,no,no,no,no
5896-NPFWW,2019-08-01,2019-11-01,month-to-month,yes,electronic check,50.15,168.15,male,0,yes,yes,no,dsl,no,no,yes,no,no,no
5897-ZYEKH,2014-07-01,2020-02-01,one year,yes,electronic check,105.6,7112.15,female,1,yes,no,yes,fiber optic,yes,yes,no,no,yes,yes
5898-IGSLP,2017-07-01,2020-02-01,month-to-month,no,electronic check,89.3,2823.0,male,0,yes,yes,yes,fiber optic,yes,no,yes,yes,no,no
