Customer_ID,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies
4837-PZTIC,dsl,yes,no,yes,yes,no,no
1625-JAIIY,fiber optic,no,no,no,no,yes,no
0603-OLQDC,dsl,yes,no,no,no,yes,yes
3272-VUHPV,dsl,no,yes,no,yes,no,no
4176-FXYBO,fiber optic,yes,yes,yes,no,yes,yes
1063-DHQJF,fiber optic,no,yes,no,yes,yes,no
8663-UPDGF,dsl,yes,yes,no,no,yes,no
6719-FGEDO,fiber optic,yes,yes,yes,yes,no,no
1837-YQUCE,dsl,yes,no,yes,yes,yes,yes
2947-DOMLJ,dsl,yes,no,no,no,no,no
4112-LUEIZ,fiber optic,no,no,no,no,yes,yes
0369-ZGOVK,fiber optic,no,no,no,no,no,no
4510-HIMLV,fiber optic,no,no,no,no,no,no
9919-KNPOO,fiber optic,no,no,no,no,yes,yes
8749-JMNKX,fiber optic,yes,no,yes,no,yes,no
9391-LMANN,fiber optic,yes,yes,yes,no,no,yes
2430-USGXP,fiber optic,no,no,yes,no,yes,yes
8174-TBVCF,dsl,yes,yes,yes,yes,yes,yes
1698-XFZCI,fiber optic,yes,yes,yes,no,yes,yes
1877-HKBQX,dsl,yes,no,no,yes,no,no
4450-DLLMH,fiber optic,no,no,no,no,no,no
2746-DIJLO,dsl,no,yes,no,no,no,no
5955-ERIHD,fiber optic,no,no,no,no,yes,yes
0917-EZOLA,fiber optic,no,yes,yes,no,yes,yes
3508-VLHCZ,dsl,yes,yes,yes,yes,yes,yes
4086-ATNFV,dsl,yes,yes,yes,no,no,no
0468-YRPXN,fiber optic,no,no,yes,yes,yes,yes
5996-NRVXR,fiber optic,yes,yes,yes,yes,yes,no
3739-YBWAB,dsl,yes,no,yes,no,no,no
7047-FWEYA,fiber optic,no,yes,no,yes,yes,yes
2000-MPKCA,fiber optic,yes,yes,yes,no,yes,yes
9762-YAQAA,fiber optic,no,yes,no,no,no,no
5949-EBSQK,dsl,no,no,no,yes,no,yes
5473-KHBPS,fiber optic,no,yes,yes,no,yes,no
0100-DUVFC,fiber optic,no,yes,yes,no,yes,yes
5397-TUPSH,fiber optic,no,no,no,no,no,no
8950-MTZNV,dsl,no,no,no,no,no,no
0326-VDYXE,fiber optic,no,no,yes,no,yes,yes
6773-LQTVT,dsl,no,yes,yes,no,no,no
7274-RTAPZ,fiber optic,no,no,no,no,yes,yes
0436-TWFFZ,dsl,yes,no,yes,yes,yes,yes
0311-UNPFF,fiber optic,no,no,no,no,yes,yes
2669-OIDSD,fiber optic,no,no,yes,yes,yes,yes
8400-WZICQ,dsl,yes,yes,no,no,no,no
3834-XUIFC,fiber optic,no,no,no,no,no,yes
9576-SYUHJ,fiber optic,yes,no,no,no,yes,no
0410-IPFTY,fiber optic,no,yes,no,no,no,yes
2831-EBWRN,dsl,no,no,no,no,no,no
8414-MYSHR,fiber optic,no,no,no,no,yes,yes
9402-ORRAH,fiber optic,no,no,no,no,yes,yes
6483-OATDN,dsl,yes,no,no,no,no,no
4840-ORQXB,fiber optic,no,yes,yes,no,yes,yes
7599-FKVXZ,fiber optic,no,no,yes,yes,yes,yes
3982-DQLUS,fiber optic,yes,yes,no,no,no,no
3756-VNWDH,fiber optic,yes,no,no,no,yes,yes
7801-KICAO,fiber optic,no,no,no,no,no,no
7673-LPRNY,dsl,yes,no,yes,no,yes,yes
8229-TNIQA,dsl,no,no,no,no,no,no
7339-POGZN,dsl,no,no,no,no,no,no
2828-SLQPF,dsl,no,no,no,no,no,no
4465-VDKIQ,fiber optic,no,yes,yes,no,no,no
2921-XWDJH,fiber optic,yes,no,no,no,no,yes
6221-AVQYL,fiber optic,no,no,no,no,no,no
2558-BUOZZ,fiber optic,yes,yes,no,no,yes,no
0003-MKNFE,dsl,no,no,no,no,no,yes
0975-UYDTX,dsl,yes,yes,yes,yes,yes,yes
7743-EXURX,dsl,no,no,yes,no,no,no
4682-BLBUC,dsl,no,yes,yes,yes,yes,no
0975-VOOVL,dsl,no,yes,no,no,no,no
5968-VXZLG,dsl,no,no,no,no,no,no
5569-KGJHX,fiber optic,no,no,no,no,yes,no
4988-IQIGL,fiber optic,no,no,no,no,no,no
5201-FRKKS,fiber optic,yes,no,no,no,no,no
9799-CAYJJ,fiber optic,no,no,no,no,no,no
7730-IUTDZ,fiber optic,yes,no,no,no,no,no
5443-SCMKX,fiber optic,no,yes,yes,no,no,yes
8295-KMENE,dsl,yes,no,yes,yes,yes,no
6738-ISCBM,dsl,yes,no,yes,no,yes,yes
9821-BESNZ,fiber optic,no,yes,no,yes,yes,yes
1335-NTIUC,dsl,no,no,no,no,no,no
2916-BQZLN,fiber optic,yes,no,yes,no,no,no
2368-GAKKQ,fiber optic,yes,yes,yes,yes,yes,yes
8710-YGLWG,dsl,no,no,no,no,no,no
3199-XGZCY,fiber optic,no,no,no,no,no,no
6993-YCOBK,fiber optic,yes,no,yes,yes,yes,yes
5206-HPJKM,dsl,yes,yes,no,no,no,no
7587-RZNME,dsl,no,no,no,no,no,no
0748-RDGGM,fiber optic,yes,yes,yes,yes,yes,yes
5019-GQVCR,fiber optic,no,no,no,no,yes,no
2550-AEVRU,dsl,yes,yes,no,no,no,no
0378-CJKPV,fiber optic,yes,yes,yes,yes,yes,yes
4706-AXVKM,fiber optic,no,no,no,no,no,yes
5889-JTMUL,fiber optic,no,yes,yes,no,yes,no
9026-RNUJS,dsl,no,no,yes,no,no,no
3746-EUBYR,fiber optic,no,no,no,no,no,no
2880-FPNAE,fiber optic,no,no,yes,no,no,no
1703-MGIAB,dsl,no,no,yes,yes,yes,no
9474-PHLYD,dsl,no,no,yes,no,no,yes
2165-VOEGB,fiber optic,yes,yes,no,yes,yes,yes
3612-YUNGG,fiber optic,no,yes,yes,yes,yes,yes
2254-DLXRI,fiber optic,no,yes,no,no,no,no
5062-CJJKH,dsl,no,yes,yes,no,no,no
9028-LIHRP,fiber optic,yes,yes,yes,yes,yes,no
2219-MVUSO,dsl,no,no,no,no,no,no
1053-MXTTK,fiber optic,yes,yes,yes,yes,yes,yes
1530-ZTDOZ,dsl,yes,no,no,no,yes,no
1301-LOPVR,dsl,yes,yes,yes,yes,no,yes
0853-TWRVK,fiber optic,yes,yes,yes,yes,no,yes
8914-RBTSB,fiber optic,no,yes,yes,no,yes,no
6212-ATMLK,fiber optic,no,no,no,no,yes,yes
8200-LGKSR,dsl,yes,no,yes,yes,yes,yes
1568-BEKZM,dsl,yes,yes,yes,yes,yes,yes
0670-ANMUU,fiber optic,yes,no,no,yes,no,yes
6897-RWMUB,dsl,yes,yes,yes,yes,no,no
0963-ZBDRN,fiber optic,no,no,no,yes,yes,yes
7594-RQHXR,fiber optic,no,no,no,no,no,yes
6999-CHVCF,fiber optic,yes,yes,yes,no,no,yes
1077-HUUJM,fiber optic,no,no,no,no,no,no
6331-EWIEB,fiber optic,no,no,no,no,yes,no
2045-BMBTJ,dsl,yes,yes,yes,no,yes,yes
8417-GSODA,fiber optic,no,no,no,no,yes,yes
4452-QIIEB,dsl,no,no,no,no,no,no
5998-VVEJY,fiber optic,no,no,no,yes,no,no
1624-NALOJ,fiber optic,no,yes,no,no,no,yes
6741-EGCBI,fiber optic,yes,no,no,no,no,yes
7820-ZYGNY,fiber optic,no,yes,no,no,no,yes
4317-VTEOA,dsl,no,yes,no,no,no,no
9677-AVKED,dsl,no,yes,yes,yes,yes,yes
1670-SVOWZ,fiber optic,no,yes,no,yes,no,yes
2227-JRSJX,fiber optic,no,yes,no,yes,yes,yes
8980-WQFWL,dsl,no,no,yes,no,no,yes
1730-ZMAME,fiber optic,no,no,no,no,no,yes
9501-UKKNL,dsl,no,no,no,yes,yes,yes
7541-YLXCL,dsl,no,yes,no,yes,no,yes
4795-WRNVT,dsl,yes,yes,no,no,yes,no
6080-TCMYC,fiber optic,no,no,yes,no,no,no
0260-ZDLGK,dsl,no,no,yes,yes,yes,yes
7860-UXCRM,dsl,yes,yes,yes,yes,yes,no
6357-JJPQT,fiber optic,no,no,no,no,yes,no
2292-XQWSV,dsl,no,yes,yes,yes,yes,yes
9552-TGUZV,fiber optic,yes,no,no,no,no,no
5913-INRQV,fiber optic,yes,no,no,yes,yes,no
8722-NGNBH,dsl,yes,no,yes,yes,no,no
6210-KBBPI,fiber optic,no,yes,no,no,yes,yes
9643-YBLUR,dsl,no,yes,yes,no,no,yes
8734-FNWVH,dsl,no,no,no,no,no,yes
0133-BMFZO,fiber optic,yes,yes,no,yes,no,no
6128-CZOMY,dsl,no,no,no,no,no,no
9540-JYROE,fiber optic,no,no,no,no,no,no
9026-LHEVG,dsl,no,yes,no,no,no,yes
2260-USTRB,fiber optic,no,no,no,no,no,no
3656-TKRVZ,dsl,yes,yes,no,no,no,no
7011-CVEUC,fiber optic,no,no,no,yes,yes,yes
6185-TASNN,dsl,no,no,no,no,no,no
7925-PNRGI,dsl,yes,yes,yes,yes,yes,no
8623-TMRBY,fiber optic,no,yes,yes,no,no,no
3038-PQIUY,dsl,yes,yes,yes,no,no,no
1501-SGHBW,dsl,no,no,no,no,no,no
8148-BPLZQ,dsl,no,yes,no,no,no,no
2623-DRYAM,fiber optic,no,no,yes,no,yes,yes
9987-LUTYD,dsl,yes,no,no,yes,no,no
3208-YPIOE,fiber optic,no,no,no,no,no,no
4488-KQFDT,fiber optic,no,yes,yes,no,yes,yes
2612-RANWT,fiber optic,no,no,yes,no,yes,yes
5693-PIPCS,fiber optic,no,yes,no,yes,yes,yes
0491-KAPQG,fiber optic,no,no,no,no,no,no
1925-LFCZZ,dsl,no,no,yes,no,yes,yes
8039-EQPIM,dsl,yes,no,yes,yes,yes,yes
6900-PXRMS,fiber optic,no,yes,yes,no,yes,yes
8707-RMEZH,fiber optic,yes,yes,no,no,no,yes
3346-BRMIS,dsl,no,no,yes,no,yes,yes
3209-ZPKFI,dsl,no,yes,no,no,no,no
6479-VDGRK,dsl,yes,yes,yes,yes,yes,yes
9373-WSLOY,dsl,no,yes,yes,yes,yes,no
2933-FILNV,dsl,no,no,no,no,no,no
3569-JFODW,dsl,yes,yes,yes,yes,yes,yes
9819-FBNSV,fiber optic,no,no,no,no,no,no
9544-PYPSJ,fiber optic,no,yes,yes,no,no,yes
0396-UKGAI,dsl,no,yes,no,yes,no,no
5186-EJEGL,dsl,yes,no,yes,yes,yes,no
2722-JMONI,dsl,yes,no,no,no,no,no
2203-GHNWN,fiber optic,no,no,yes,no,no,no
3878-AVSOQ,fiber optic,no,no,no,no,no,no
3258-SYSWS,fiber optic,yes,yes,yes,yes,yes,yes
7579-OOPEC,dsl,no,yes,no,no,no,no
0512-FLFDW,fiber optic,no,no,yes,no,yes,yes
1771-OADNZ,fiber optic,no,yes,yes,no,no,yes
0487-CRLZF,dsl,no,no,yes,yes,yes,yes
2107-FBPTK,fiber optic,no,yes,yes,no,yes,yes
9738-QLWTP,fiber optic,no,no,yes,yes,no,no
1016-DJTSV,fiber optic,no,no,no,no,no,no
9419-IPPBE,fiber optic,no,no,yes,no,no,yes
0612-RTZZA,dsl,no,no,no,no,no,no
8106-GWQOK,dsl,yes,yes,no,yes,yes,yes
8751-EDEKA,fiber optic,no,yes,yes,no,no,yes
4039-PIMHX,dsl,no,yes,no,no,no,no
3604-WLABM,dsl,no,no,yes,yes,no,no
0795-GMVQO,fiber optic,yes,yes,yes,no,yes,yes
2259-OUUSZ,dsl,no,no,yes,yes,no,no
1142-IHLOO,fiber optic,no,no,no,no,yes,yes
6410-LEFEN,dsl,no,no,no,no,no,no
4633-MKHYU,fiber optic,no,no,no,no,yes,yes
6257-RJOHI,dsl,no,no,no,yes,no,no
1545-JFUML,fiber optic,yes,yes,yes,no,yes,no
3194-ORPIK,fiber optic,no,no,no,no,yes,no
7826-VVKWT,fiber optic,no,no,yes,no,yes,yes
1353-GHZOS,dsl,yes,no,no,no,yes,no
2587-EKXTS,fiber optic,yes,yes,yes,no,yes,yes
8816-VXNZD,fiber optic,no,no,no,no,no,no
9378-FXTIZ,dsl,no,no,no,no,yes,yes
1723-HKXJQ,fiber optic,no,yes,no,no,yes,yes
7825-GKXMW,dsl,no,no,no,no,no,no
2364-UFROM,dsl,yes,yes,no,yes,yes,no
6656-JWRQX,dsl,no,no,no,yes,no,no
6473-ULUHT,dsl,yes,yes,no,yes,yes,yes
0836-SEYLU,dsl,no,no,no,yes,yes,no
4433-JCGCG,fiber optic,no,no,yes,no,yes,yes
3716-BDVDB,fiber optic,no,no,no,no,no,no
7688-AWMDX,dsl,yes,no,no,yes,no,no
2842-BCQGE,fiber optic,no,no,no,no,no,no
7244-QWYHG,dsl,yes,no,no,yes,yes,no
5899-MQZZL,fiber optic,no,no,no,no,no,no
6849-OYAMU,fiber optic,no,yes,no,yes,yes,yes
5312-UXESG,fiber optic,no,no,yes,no,yes,yes
9488-HGMJH,fiber optic,no,no,no,no,no,no
6038-GCYEC,dsl,no,yes,yes,no,yes,yes
2150-WLKUW,dsl,no,yes,no,no,yes,no
7159-FVYPK,dsl,no,yes,yes,no,yes,no
7032-LMBHI,dsl,yes,no,no,no,yes,no
1150-WFARN,fiber optic,yes,no,yes,yes,yes,yes
6088-BXMRG,fiber optic,no,yes,no,no,yes,yes
3144-AUDBS,dsl,no,no,no,yes,no,no
4821-SJHJV,fiber optic,yes,no,no,no,yes,no
7346-MEDWM,fiber optic,no,yes,yes,no,no,no
1137-DGOWI,dsl,no,yes,yes,yes,no,yes
4818-QIUFN,fiber optic,yes,no,no,no,no,no
4227-OJHAL,dsl,yes,yes,yes,no,yes,no
9220-CXRSC,dsl,yes,no,no,yes,no,no
4993-JCRGJ,fiber optic,no,no,yes,yes,no,no
2103-ZRXFN,dsl,no,no,no,no,no,no
4877-TSOFF,dsl,yes,yes,no,yes,no,yes
9209-NWPGU,dsl,yes,no,no,yes,yes,no
6961-VCPMC,fiber optic,no,no,no,no,no,yes
7306-YDSOI,dsl,yes,yes,yes,no,no,no
5288-AHOUP,fiber optic,no,no,no,no,no,yes
6688-UZPWD,fiber optic,no,yes,no,no,yes,yes
0655-YDGFJ,dsl,no,no,yes,no,no,no
8468-EHYJA,fiber optic,yes,no,no,no,yes,yes
1097-FSPVW,dsl,yes,no,yes,no,no,no
8328-SKJNO,dsl,yes,yes,no,yes,no,no
0968-GSIKN,fiber optic,no,no,no,no,no,no
1965-DDBWU,fiber optic,no,no,no,yes,no,yes
9057-SIHCH,fiber optic,no,no,no,no,yes,yes
6352-GIGGQ,dsl,yes,yes,yes,yes,yes,yes
6771-XWBDM,fiber optic,no,yes,yes,no,yes,yes
2897-DOVND,fiber optic,no,no,no,no,no,no
3082-YVEKW,dsl,yes,no,yes,yes,yes,no
0191-EQUUH,dsl,yes,no,no,yes,no,no
7134-HBPBS,fiber optic,no,yes,yes,yes,yes,yes
3489-HHPFY,fiber optic,no,no,no,no,yes,no
8601-QACRS,dsl,no,no,no,no,no,no
4950-BDEUX,dsl,no,no,yes,no,yes,yes
0508-OOLTO,fiber optic,no,no,no,no,no,no
2984-TBYKU,fiber optic,yes,yes,yes,yes,no,yes
9822-WMWVG,fiber optic,yes,yes,yes,yes,yes,no
2391-SOORI,dsl,yes,no,no,no,no,no
9040-KZVWO,fiber optic,no,yes,no,no,no,no
2645-QTLMB,fiber optic,no,yes,no,no,yes,yes
4806-HIPDW,fiber optic,no,no,no,no,no,no
1548-ARAGG,dsl,no,yes,no,yes,no,no
6339-RZCBJ,dsl,no,yes,yes,yes,yes,yes
4424-TKOPW,fiber optic,no,no,no,no,yes,yes
4415-WNGVR,dsl,yes,no,yes,yes,yes,yes
2522-AHJXR,fiber optic,yes,no,yes,yes,yes,yes
0412-UCCNP,dsl,yes,no,yes,yes,no,no
1816-FLZDK,dsl,no,no,no,yes,no,no
8443-ZRDBZ,fiber optic,no,no,no,no,no,no
9136-ALYBR,dsl,no,no,no,no,no,no
4615-PIVVU,dsl,no,no,yes,yes,no,yes
8885-QSQBX,dsl,yes,no,no,no,no,no
7479-NITWS,fiber optic,no,no,yes,no,yes,no
8617-ENBDS,fiber optic,no,no,yes,no,no,no
9385-NXKDA,dsl,yes,yes,yes,no,yes,yes
0430-IHCDJ,dsl,no,no,no,no,no,no
2959-MJHIC,fiber optic,no,no,no,no,yes,no
4201-JMNGR,dsl,yes,no,yes,no,no,no
9351-HXDMR,fiber optic,yes,no,yes,yes,yes,yes
3537-HPKQT,fiber optic,no,yes,no,no,no,no
5960-WPXQM,fiber optic,no,no,no,no,yes,no
0684-AOSIH,fiber optic,yes,no,no,no,yes,yes
8260-NGFNY,dsl,no,no,no,no,no,no
1309-XGFSN,dsl,no,yes,yes,no,yes,yes
1866-RZZQS,fiber optic,no,no,yes,no,yes,yes
6968-URWQU,dsl,no,no,no,no,yes,no
9631-XEYKE,dsl,no,no,no,no,no,no
8631-NBHFZ,dsl,yes,yes,yes,yes,yes,no
1335-MXCSE,dsl,no,no,yes,yes,no,no
8800-JOOCF,fiber optic,no,no,no,no,yes,no
1469-LBJQJ,fiber optic,no,yes,yes,no,yes,yes
4958-XCBDQ,fiber optic,no,no,yes,no,yes,yes
8337-UPOAQ,fiber optic,no,no,yes,no,no,yes
0064-YIJGF,fiber optic,no,no,no,no,no,no
2386-OWURY,fiber optic,no,no,no,yes,yes,yes
1725-IQNIY,fiber optic,yes,yes,yes,yes,yes,yes
3453-RTHJQ,fiber optic,no,no,no,no,no,no
6712-OAWRH,fiber optic,no,no,no,no,yes,yes
4280-DLSHD,dsl,no,yes,yes,no,no,no
1508-DFXCU,fiber optic,no,no,no,no,yes,no
8614-VGMMV,dsl,no,no,no,no,no,no
7868-BGSZA,dsl,yes,no,yes,no,yes,yes
2800-QQUSO,fiber optic,no,no,no,yes,yes,yes
2930-UOTMB,dsl,yes,no,yes,yes,no,no
7973-DZRKH,fiber optic,yes,no,yes,yes,no,no
5914-DVBWJ,fiber optic,no,yes,no,yes,no,no
2533-QVMSK,fiber optic,no,yes,no,yes,yes,no
9773-PEQBZ,fiber optic,no,yes,no,no,no,no
8644-XLFBW,fiber optic,no,no,no,no,no,no
0650-BWOZN,fiber optic,no,yes,no,no,no,no
8625-AZYZY,fiber optic,no,yes,yes,no,yes,yes
2903-YYTBW,dsl,no,no,no,no,no,no
3620-MWJNE,dsl,yes,no,no,yes,no,no
6837-HAEVO,fiber optic,no,yes,yes,no,yes,yes
6701-YVNQG,dsl,yes,yes,yes,yes,yes,yes
9306-CPCBC,fiber optic,no,no,no,no,no,no
4304-XUMGI,dsl,yes,yes,yes,no,no,yes
8819-ZBYNA,fiber optic,yes,yes,no,yes,yes,yes
6174-NRBTZ,dsl,yes,no,no,no,no,no
9481-IEBZY,fiber optic,yes,yes,yes,yes,yes,yes
1833-VGRUM,fiber optic,no,no,no,no,no,no
6137-NICCO,fiber optic,no,yes,yes,no,yes,no
9065-ZCPQX,dsl,yes,yes,yes,yes,no,yes
6402-EJMWF,dsl,no,no,no,no,no,yes
8374-XGEJJ,fiber optic,no,yes,no,no,yes,yes
2656-TABEH,fiber optic,no,yes,no,no,yes,yes
6946-LMSQS,fiber optic,yes,no,no,no,no,yes
4626-OZDTJ,dsl,no,yes,no,yes,yes,yes
9169-BSVIN,dsl,no,no,yes,no,yes,yes
2325-ZUSFD,dsl,yes,no,no,no,yes,yes
6872-HXFNF,dsl,no,no,yes,yes,no,no
3932-CMDTD,fiber optic,no,yes,yes,yes,yes,yes
7714-YXSMB,fiber optic,no,no,yes,no,yes,yes
4039-HEUNW,fiber optic,no,yes,no,no,yes,yes
1194-HVAIF,fiber optic,no,no,no,no,yes,yes
0812-WUPTB,fiber optic,no,no,no,no,no,no
3594-UVONA,dsl,yes,no,yes,yes,yes,yes
0004-TLHLJ,fiber optic,no,no,yes,no,no,no
1767-TGTKO,dsl,no,no,no,no,no,no
8805-JNRAZ,dsl,no,yes,no,no,no,no
5089-IFSDP,fiber optic,yes,yes,yes,no,yes,yes
6418-HNFED,dsl,yes,yes,yes,yes,yes,yes
7128-GGCNO,fiber optic,no,no,no,no,no,no
0237-YFUTL,fiber optic,yes,yes,no,yes,yes,yes
7691-KGKGP,dsl,no,yes,no,yes,yes,no
6710-HSJRD,fiber optic,no,yes,yes,yes,yes,yes
0840-DCNZE,dsl,yes,yes,yes,yes,yes,yes
1732-FEKLD,fiber optic,no,yes,yes,no,yes,no
9862-KJTYK,dsl,no,no,no,no,no,no
0479-HMSWA,fiber optic,no,yes,yes,yes,yes,yes
0365-BZUWY,fiber optic,no,yes,yes,no,yes,yes
4817-VYYWS,fiber optic,no,yes,no,no,yes,yes
4922-CVPDX,dsl,no,yes,yes,no,yes,yes
1396-QWFBJ,fiber optic,no,yes,no,no,no,no
1357-BIJKI,fiber optic,no,yes,no,no,yes,yes
1099-BTKWT,dsl,yes,no,yes,no,yes,yes
5299-SJCZT,fiber optic,no,no,yes,no,yes,yes
2018-PZKMU,fiber optic,no,no,yes,yes,yes,yes
7340-KEFQE,dsl,yes,no,no,yes,no,no
4570-QHXHL,dsl,no,no,no,no,no,no
2403-BCASL,fiber optic,no,yes,yes,yes,yes,yes
7392-YYPYJ,fiber optic,no,yes,no,no,yes,yes
2898-LSJGD,dsl,yes,no,yes,no,yes,yes
2223-GDSHL,fiber optic,yes,yes,yes,yes,yes,yes
7359-PTSXY,dsl,no,no,no,no,no,no
9470-RTWDV,dsl,no,no,yes,yes,yes,yes
2176-OSJUV,dsl,yes,yes,no,yes,no,no
9348-YVOMK,dsl,no,no,no,no,no,no
8104-OSKWT,fiber optic,yes,no,no,no,no,no
4521-YEEHE,fiber optic,no,no,no,yes,yes,no
4090-KPJIP,fiber optic,no,no,no,no,no,no
3786-WOVKF,fiber optic,yes,yes,no,no,yes,yes
4503-BDXBD,fiber optic,no,yes,no,no,no,no
6086-ESGRL,fiber optic,no,no,no,no,no,yes
3886-CERTZ,fiber optic,no,yes,yes,yes,yes,yes
7995-ZHHNZ,dsl,yes,no,no,no,no,no
5816-SCGFC,dsl,no,yes,no,no,no,no
5989-AXPUC,fiber optic,yes,yes,yes,yes,yes,yes
8015-IHCGW,fiber optic,yes,yes,yes,yes,yes,yes
9278-VZKCD,fiber optic,yes,yes,yes,no,yes,yes
2773-OVBPK,fiber optic,no,yes,yes,yes,yes,yes
5999-LCXAO,dsl,yes,no,no,no,no,no
5206-XZZQI,fiber optic,no,yes,no,yes,no,no
5759-RCVCB,dsl,no,no,no,no,yes,no
6372-RFVNS,fiber optic,no,no,no,no,yes,no
2139-FQHLM,fiber optic,no,no,yes,yes,yes,no
8261-GWDBQ,fiber optic,yes,yes,yes,yes,yes,yes
8938-UMKPI,fiber optic,no,yes,yes,no,yes,yes
0991-BRRFB,dsl,yes,no,no,no,no,no
3882-IYOIJ,fiber optic,yes,yes,yes,yes,yes,yes
3115-JPJDD,fiber optic,yes,no,yes,no,no,no
5600-KTXFM,fiber optic,no,no,no,no,no,no
3871-IKPYH,fiber optic,no,no,no,no,no,no
6319-IEJWJ,fiber optic,no,no,no,no,yes,yes
9025-AOMKI,fiber optic,no,no,no,no,yes,yes
6339-TBELP,fiber optic,no,no,yes,yes,no,no
7964-YESJC,dsl,yes,yes,yes,no,no,no
6173-GOLSU,fiber optic,no,no,no,no,yes,yes
5275-SQEIZ,fiber optic,no,no,no,no,no,yes
7716-YTYHG,fiber optic,no,no,no,no,no,yes
9938-ZREHM,dsl,no,yes,no,yes,no,yes
7950-XWOVN,dsl,no,yes,yes,no,no,no
4647-MUZON,fiber optic,no,no,yes,no,yes,yes
9702-AIUJO,dsl,no,no,no,no,no,no
8849-PRIQJ,fiber optic,yes,no,yes,yes,yes,yes
8851-RAGOV,dsl,yes,yes,no,yes,no,yes
1304-NECVQ,fiber optic,no,no,yes,no,no,no
1729-VLAZJ,dsl,yes,yes,no,yes,no,no
0701-TJSEF,dsl,yes,no,yes,yes,no,yes
6629-LADHQ,dsl,yes,no,no,no,no,no
8945-GRKHX,fiber optic,no,no,no,no,no,yes
1559-DTODC,dsl,no,no,no,no,no,no
6959-UWKHF,dsl,no,no,no,no,no,no
8720-RQSBJ,dsl,no,no,no,no,no,no
3815-SLMEF,dsl,yes,no,no,yes,no,no
5154-VEKBL,dsl,yes,no,yes,yes,yes,yes
4324-AHJKS,dsl,yes,no,yes,no,no,no
4355-CVPVS,fiber optic,no,no,no,no,yes,yes
4495-LHSSK,dsl,yes,no,no,no,no,no
5655-JSMZM,fiber optic,no,no,no,no,yes,yes
5915-ANOEI,dsl,yes,yes,yes,yes,yes,no
9861-PDSZP,fiber optic,no,yes,yes,yes,yes,yes
4505-EXZHB,fiber optic,no,no,yes,no,no,no
7225-CBZPL,fiber optic,no,no,no,no,yes,yes
6704-UTUKK,dsl,no,no,no,no,yes,yes
4587-VVTOX,fiber optic,no,yes,yes,no,yes,yes
2019-HDCZY,fiber optic,no,no,yes,no,yes,yes
4652-NNHNY,fiber optic,no,no,no,no,no,no
8788-DOXSU,dsl,no,no,yes,no,no,yes
7404-JLKQG,dsl,no,no,yes,no,yes,no
7421-ZLUPA,dsl,no,yes,no,no,no,no
8972-HJWNV,fiber optic,no,no,no,no,no,yes
2632-IVXVF,fiber optic,yes,no,yes,yes,yes,yes
3692-JHONH,fiber optic,no,yes,yes,no,yes,yes
8915-NNTRC,fiber optic,yes,yes,no,yes,yes,yes
2920-RNCEZ,fiber optic,no,no,no,no,no,no
2541-YGPKE,dsl,yes,no,no,yes,no,yes
5382-TEMLV,dsl,yes,no,no,no,no,no
3441-CGZJH,dsl,yes,no,yes,yes,yes,yes
9592-ERDKV,dsl,yes,no,yes,no,yes,yes
2860-RANUS,fiber optic,no,no,no,no,no,yes
5261-QSHQM,dsl,no,no,no,no,no,no
4778-IZARL,fiber optic,yes,yes,yes,yes,yes,yes
0432-CAJZV,fiber optic,no,no,no,no,yes,yes
8868-WOZGU,fiber optic,no,yes,yes,no,yes,yes
1200-TUZHR,fiber optic,no,no,no,no,no,yes
1334-FJSVR,dsl,no,no,no,no,no,no
7130-CTCUS,dsl,yes,yes,no,no,no,no
6242-FEGFD,fiber optic,yes,yes,yes,yes,no,no
7625-XCQRH,fiber optic,no,no,no,no,no,no
6194-HBGQN,dsl,yes,yes,yes,yes,yes,no
7634-WSWDB,dsl,yes,no,no,no,no,yes
6986-IXNDM,fiber optic,no,no,no,no,yes,yes
1731-TVIUK,fiber optic,no,yes,no,yes,no,yes
2987-BJXIK,dsl,yes,yes,yes,no,yes,yes
9769-TSBZE,dsl,yes,yes,no,yes,no,no
0406-BPDVR,fiber optic,no,yes,no,no,yes,yes
0618-XWMSS,fiber optic,yes,no,no,no,no,no
6023-GSSXW,dsl,no,yes,no,no,no,yes
6752-APNJL,dsl,yes,yes,no,no,no,no
5276-KQWHG,fiber optic,no,no,no,no,no,no
0420-HLGXF,fiber optic,no,no,yes,no,yes,yes
7446-KQISO,fiber optic,no,yes,yes,yes,yes,yes
9823-EALYC,dsl,yes,yes,yes,yes,yes,no
5803-NQJZO,dsl,yes,yes,yes,yes,no,no
0743-HRVFF,dsl,no,no,yes,yes,yes,yes
4006-HKYHO,dsl,yes,yes,yes,yes,yes,yes
6689-KXGBO,dsl,no,yes,no,no,no,no
9667-TKTVZ,dsl,no,no,no,yes,no,no
3657-COGMW,fiber optic,yes,yes,yes,no,yes,yes
8570-KLJYJ,dsl,yes,no,no,no,no,no
7754-IXRMC,dsl,no,no,no,no,no,no
9473-CBZOP,dsl,yes,no,yes,no,no,no
2969-WGHQO,dsl,yes,yes,yes,no,yes,no
6615-NGGZJ,fiber optic,no,yes,no,no,yes,yes
4334-HOWRP,dsl,yes,yes,yes,yes,yes,yes
1329-VHWNP,dsl,no,no,no,no,no,no
2984-MIIZL,fiber optic,no,no,yes,no,no,no
