Customer_ID,Gender,Senior_Citizen,Partner,Dependents
1703-MGIAB,female,0,no,no
4311-QTTAI,female,0,no,no
9474-PHLYD,female,0,no,no
4318-RAJVY,female,0,no,no
2165-VOEGB,female,0,no,yes
3612-YUNGG,male,0,yes,yes
2254-DLXRI,female,0,no,no
5062-CJJKH,male,0,yes,yes
9028-LIHRP,male,0,yes,yes
2219-MVUSO,male,0,no,no
1053-MXTTK,female,0,yes,yes
1530-ZTDOZ,female,0,yes,no
1301-LOPVR,male,0,yes,yes
0853-TWRVK,male,0,yes,no
8914-RBTSB,male,0,yes,no
6212-ATMLK,female,0,no,no
8200-LGKSR,male,0,yes,no
1568-BEKZM,male,1,yes,no
0670-ANMUU,male,0,no,no
6897-RWMUB,male,0,yes,yes
0963-ZBDRN,male,0,no,no
7594-RQHXR,female,0,no,yes
6999-CHVCF,male,0,no,no
6134-KWTBV,male,0,no,no
1077-HUUJM,female,0,no,yes
6331-EWIEB,male,0,no,no
0895-LNKRC,male,0,yes,yes
2045-BMBTJ,female,1,no,no
8417-GSODA,male,0,yes,yes
5171-EPLKN,male,0,no,no
4452-QIIEB,male,0,no,no
5998-VVEJY,male,0,no,no
1624-NALOJ,male,1,no,no
6741-EGCBI,male,1,no,no
7820-ZYGNY,male,0,no,no
4317-VTEOA,male,0,no,no
9677-AVKED,female,0,no,yes
1670-SVOWZ,female,0,yes,yes
2227-JRSJX,female,0,no,no
9847-HNVGP,male,0,no,no
6696-YDAYZ,male,0,yes,yes
8980-WQFWL,female,0,no,no
1730-ZMAME,female,1,no,no
6506-EYCNH,female,0,yes,yes
4634-JLRJT,female,0,no,no
9501-UKKNL,male,0,no,no
2560-QTSBS,female,0,yes,yes
7541-YLXCL,male,0,no,no
4795-WRNVT,female,0,no,no
6080-TCMYC,male,0,yes,yes
0260-ZDLGK,female,0,no,yes
7860-UXCRM,male,0,yes,yes
6357-JJPQT,female,0,no,no
2292-XQWSV,male,0,yes,yes
9552-TGUZV,male,0,yes,no
5913-INRQV,male,1,yes,no
8722-NGNBH,male,0,no,no
6210-KBBPI,male,1,no,no
9643-YBLUR,male,0,yes,no
8734-FNWVH,male,0,yes,yes
9447-YPTBX,female,0,yes,no
0133-BMFZO,female,0,no,no
6128-CZOMY,female,0,no,no
9540-JYROE,male,0,no,no
9026-LHEVG,female,0,no,no
2260-USTRB,female,1,no,no
3656-TKRVZ,female,0,no,no
7011-CVEUC,male,0,yes,no
6185-TASNN,male,1,no,no
7925-PNRGI,female,0,yes,yes
8623-TMRBY,male,1,yes,yes
1552-CZCLL,female,0,yes,yes
3038-PQIUY,female,0,no,no
1501-SGHBW,male,0,no,no
9313-CDOGY,male,0,yes,yes
8148-BPLZQ,male,0,no,no
2623-DRYAM,female,0,yes,no
9987-LUTYD,female,0,no,no
3208-YPIOE,male,0,no,no
4488-KQFDT,female,0,no,no
2612-RANWT,female,0,no,no
5693-PIPCS,male,0,no,no
0491-KAPQG,male,0,no,no
1925-LFCZZ,male,1,no,no
8039-EQPIM,male,0,yes,no
6900-PXRMS,male,1,yes,yes
8707-RMEZH,female,1,yes,no
3346-BRMIS,female,1,yes,no
3209-ZPKFI,male,0,yes,yes
6479-VDGRK,female,0,yes,yes
9373-WSLOY,male,1,yes,no
2933-FILNV,female,0,yes,yes
3569-JFODW,female,0,yes,yes
9819-FBNSV,male,1,yes,no
9544-PYPSJ,female,1,yes,yes
1591-XWLGB,female,0,yes,no
0396-UKGAI,male,0,no,yes
3243-ZHOHY,female,0,no,no
5186-EJEGL,male,0,no,no
7527-QNRUS,male,0,yes,yes
9986-BONCE,female,0,no,no
2722-JMONI,female,1,yes,no
2203-GHNWN,female,0,yes,no
3878-AVSOQ,female,1,no,no
3258-SYSWS,male,1,no,no
5296-PSYVW,female,0,yes,no
6319-QSUSR,female,0,no,yes
4083-EUGRJ,male,0,no,no
7579-OOPEC,female,1,yes,no
0512-FLFDW,female,1,yes,no
1771-OADNZ,male,1,yes,no
0487-CRLZF,female,0,no,no
2107-FBPTK,female,1,no,no
9451-WLYRI,female,0,yes,no
8219-VYBVI,male,0,no,yes
1991-VOPLL,female,0,no,no
9738-QLWTP,male,0,no,no
1016-DJTSV,male,1,no,no
9419-IPPBE,female,0,yes,yes
0174-QRVVY,male,0,yes,yes
5699-BNCAS,male,1,no,no
2900-PHPLN,female,1,yes,no
0612-RTZZA,female,1,no,no
8106-GWQOK,male,0,yes,no
8751-EDEKA,female,0,yes,no
6878-GGDWG,female,0,yes,no
4039-PIMHX,male,1,yes,no
8450-LUGUK,female,0,yes,yes
3604-WLABM,female,0,no,no
0795-GMVQO,male,0,yes,no
2259-OUUSZ,male,0,no,no
1142-IHLOO,female,0,no,no
6410-LEFEN,female,0,no,no
4633-MKHYU,female,0,no,no
6257-RJOHI,male,0,no,no
1545-JFUML,male,0,yes,no
3194-ORPIK,female,0,yes,yes
7826-VVKWT,female,1,yes,yes
1353-GHZOS,male,0,yes,no
2587-EKXTS,male,0,no,no
5442-BXVND,female,0,yes,yes
8816-VXNZD,female,0,no,no
9378-FXTIZ,female,0,yes,no
1723-HKXJQ,male,0,no,no
7825-GKXMW,female,0,no,no
9753-OYLBX,female,0,no,no
2364-UFROM,male,0,no,no
6656-JWRQX,female,0,no,no
6473-ULUHT,male,0,yes,yes
1240-KNSEZ,male,0,no,no
0836-SEYLU,male,0,yes,no
4433-JCGCG,male,1,yes,no
3716-BDVDB,male,0,no,no
7688-AWMDX,male,0,yes,no
2842-BCQGE,male,0,no,no
7244-QWYHG,male,0,yes,no
5899-MQZZL,female,0,no,no
6849-OYAMU,male,0,yes,yes
5312-UXESG,female,0,no,no
9488-HGMJH,female,1,no,no
6038-GCYEC,female,0,no,no
2150-WLKUW,female,0,yes,no
7159-FVYPK,female,0,yes,yes
7032-LMBHI,female,0,no,no
1150-WFARN,female,0,yes,yes
6088-BXMRG,female,0,yes,yes
3144-AUDBS,female,0,yes,no
4821-SJHJV,female,0,yes,yes
7346-MEDWM,female,0,no,no
1137-DGOWI,female,0,yes,no
5616-PRTNT,male,0,no,yes
3812-LRZIR,female,0,yes,yes
4818-QIUFN,female,1,no,no
9483-GCPWE,male,0,no,yes
4227-OJHAL,female,0,yes,yes
9220-CXRSC,female,0,yes,yes
4993-JCRGJ,male,0,no,no
9537-JALFH,male,0,yes,yes
6698-OXETB,male,0,no,no
2103-ZRXFN,male,0,no,no
3724-BSCVH,male,0,yes,yes
4877-TSOFF,female,0,yes,yes
9209-NWPGU,male,0,no,no
6961-VCPMC,male,1,yes,no
7306-YDSOI,male,0,yes,yes
5288-AHOUP,male,1,no,no
6688-UZPWD,female,0,yes,no
0655-YDGFJ,male,0,no,no
8468-EHYJA,female,0,yes,no
6823-SIDFQ,male,0,no,no
1097-FSPVW,female,0,no,no
2839-RFSQE,female,0,no,no
8328-SKJNO,male,0,no,yes
7010-ZMVBF,female,0,yes,yes
5201-CBWYG,male,0,yes,yes
0968-GSIKN,female,0,no,no
1965-DDBWU,male,0,no,no
9057-SIHCH,female,0,no,no
6352-GIGGQ,male,0,no,no
3635-QQRQD,male,0,no,no
6771-XWBDM,female,0,yes,no
2897-DOVND,male,0,no,no
3082-YVEKW,female,0,yes,yes
0191-EQUUH,female,0,no,yes
7134-HBPBS,female,1,no,no
3489-HHPFY,female,0,yes,no
2926-JEJJC,female,0,no,no
8601-QACRS,female,0,no,no
4950-BDEUX,male,0,no,no
5789-LDFXO,male,0,no,no
0508-OOLTO,female,0,yes,yes
2984-TBYKU,male,0,yes,yes
9822-WMWVG,female,0,no,no
2391-SOORI,male,0,no,yes
9040-KZVWO,male,0,no,no
2645-QTLMB,male,0,no,no
4806-HIPDW,female,0,yes,no
1548-ARAGG,female,0,yes,yes
6339-RZCBJ,male,0,no,no
4424-TKOPW,male,1,no,no
4415-WNGVR,female,1,yes,no
2522-AHJXR,male,0,yes,no
0412-UCCNP,male,0,no,no
1816-FLZDK,male,0,no,no
7096-UCLNH,male,0,no,no
8443-ZRDBZ,male,0,no,no
9136-ALYBR,male,0,no,no
4615-PIVVU,female,0,no,no
8885-QSQBX,female,0,no,no
7479-NITWS,male,0,no,no
8617-ENBDS,male,0,no,no
9385-NXKDA,female,0,yes,no
0430-IHCDJ,male,0,no,no
2959-MJHIC,male,0,yes,no
6674-KVJHG,female,0,no,no
1814-DKOLC,female,0,no,no
4201-JMNGR,female,1,no,no
9351-HXDMR,male,0,yes,no
3537-HPKQT,female,0,yes,no
2129-ALKBS,female,0,yes,yes
5821-MMEIL,female,0,yes,no
5960-WPXQM,male,0,no,no
0684-AOSIH,male,0,yes,no
8260-NGFNY,female,0,no,no
1309-XGFSN,male,1,yes,yes
1866-RZZQS,male,1,no,no
6968-URWQU,male,0,yes,no
4742-TXUEX,female,0,yes,yes
9631-XEYKE,male,0,no,no
8631-NBHFZ,male,1,yes,yes
1335-MXCSE,male,0,yes,yes
8873-TMKGR,male,0,no,no
8800-JOOCF,female,0,no,yes
1469-LBJQJ,female,0,yes,no
4958-XCBDQ,male,1,no,no
8337-UPOAQ,male,1,yes,no
0064-YIJGF,male,0,yes,yes
2386-OWURY,female,0,no,no
1725-IQNIY,male,0,yes,no
0310-VQXAM,male,0,no,no
6598-RFFVI,male,0,no,no
3453-RTHJQ,male,0,no,no
6712-OAWRH,female,1,no,no
6278-FEPBZ,female,0,no,no
4280-DLSHD,male,0,yes,no
1508-DFXCU,male,0,no,no
8614-VGMMV,female,0,no,no
7868-BGSZA,male,0,yes,no
2800-QQUSO,male,0,no,no
2930-UOTMB,female,0,no,no
7973-DZRKH,female,0,no,yes
5914-DVBWJ,female,1,no,no
7698-YFGEZ,male,0,no,no
2533-QVMSK,male,0,yes,no
9773-PEQBZ,male,0,no,no
8644-XLFBW,male,1,no,no
0650-BWOZN,female,1,no,no
8625-AZYZY,male,0,yes,no
7785-RDVIG,female,0,yes,yes
9602-WCXPI,male,0,no,no
2903-YYTBW,male,0,yes,yes
3620-MWJNE,male,0,no,no
8573-JGCZW,male,0,no,no
6837-HAEVO,male,0,yes,yes
6701-YVNQG,male,0,yes,no
9306-CPCBC,female,0,no,no
4304-XUMGI,male,1,yes,yes
9504-YAZWB,female,0,no,no
8819-ZBYNA,female,0,yes,no
6174-NRBTZ,male,0,no,no
9481-IEBZY,male,1,yes,no
1833-VGRUM,female,1,no,no
6137-NICCO,female,0,yes,yes
9065-ZCPQX,male,0,yes,no
6402-EJMWF,male,0,no,no
3620-EHIMZ,female,0,yes,yes
3213-VVOLG,male,0,yes,yes
6870-ECSHE,female,0,no,no
8747-UDCOI,female,0,yes,no
8374-XGEJJ,male,1,yes,no
2656-TABEH,male,0,yes,no
6946-LMSQS,male,1,yes,no
4626-OZDTJ,female,0,yes,no
9169-BSVIN,male,0,no,no
2325-ZUSFD,female,0,yes,yes
8194-PEEBY,female,0,yes,yes
6872-HXFNF,female,0,yes,no
3932-CMDTD,female,0,no,no
7714-YXSMB,female,0,no,no
8387-UGUSU,female,0,yes,yes
1080-BWSYE,male,1,yes,no
4039-HEUNW,male,1,yes,no
1194-HVAIF,female,0,yes,no
0812-WUPTB,male,1,yes,no
3594-UVONA,female,0,no,no
0004-TLHLJ,male,0,no,no
1767-TGTKO,female,0,yes,yes
8439-LTUGF,male,0,no,no
8805-JNRAZ,female,0,no,no
5089-IFSDP,female,0,yes,no
6418-HNFED,male,0,yes,no
0206-OYVOC,female,0,yes,yes
7291-CDTMJ,male,0,no,no
7128-GGCNO,male,0,no,no
0237-YFUTL,female,0,yes,no
7691-KGKGP,male,0,yes,yes
6710-HSJRD,male,0,yes,no
3675-EQOZA,male,0,no,no
0840-DCNZE,male,0,no,no
1732-FEKLD,female,0,no,no
9862-KJTYK,male,0,no,yes
0479-HMSWA,female,0,no,yes
5854-KSRBJ,male,0,yes,yes
0365-BZUWY,male,0,yes,no
4817-VYYWS,female,0,no,no
5701-SVCWR,female,0,no,yes
3129-AAQOU,female,0,yes,yes
4922-CVPDX,female,0,yes,no
1396-QWFBJ,female,0,yes,yes
1357-BIJKI,male,0,yes,no
1099-BTKWT,female,0,yes,no
5299-SJCZT,male,0,no,no
2018-PZKMU,male,0,yes,yes
7340-KEFQE,female,0,yes,yes
4570-QHXHL,female,0,no,no
2403-BCASL,male,1,yes,yes
7392-YYPYJ,male,0,no,no
2898-LSJGD,female,0,yes,yes
2223-GDSHL,male,0,yes,yes
7359-PTSXY,male,0,no,no
9470-RTWDV,male,0,yes,yes
2176-OSJUV,male,0,yes,no
9348-YVOMK,male,0,no,no
8104-OSKWT,female,0,no,no
4521-YEEHE,female,0,yes,no
4090-KPJIP,female,0,no,no
3786-WOVKF,female,1,yes,no
4503-BDXBD,male,0,no,no
6086-ESGRL,female,0,no,no
2592-HODOV,male,0,no,no
3886-CERTZ,female,0,yes,no
7995-ZHHNZ,male,0,yes,no
3824-RHKVR,female,0,no,no
5816-SCGFC,female,1,no,no
5989-AXPUC,female,0,yes,no
4979-HPRFL,male,0,yes,yes
8590-OHDIW,female,0,yes,yes
8015-IHCGW,female,0,yes,yes
2332-TODQS,female,0,no,no
9278-VZKCD,female,1,yes,no
8008-OTEZX,female,0,yes,yes
2773-OVBPK,male,0,yes,no
5999-LCXAO,female,0,no,no
5206-XZZQI,male,0,no,no
4803-LBYPN,male,0,yes,yes
5759-RCVCB,female,0,no,no
6372-RFVNS,female,0,yes,no
2139-FQHLM,male,0,no,no
8261-GWDBQ,female,1,yes,no
1093-YSWCA,male,0,no,no
8938-UMKPI,female,0,no,no
0991-BRRFB,male,0,no,no
3882-IYOIJ,female,0,yes,yes
8749-TZYEC,male,0,yes,no
1755-FZQEC,male,0,no,no
3115-JPJDD,female,0,yes,no
5600-KTXFM,male,0,yes,yes
3871-IKPYH,male,1,no,no
6319-IEJWJ,male,0,yes,yes
9025-AOMKI,female,0,no,no
6339-TBELP,male,0,no,no
7964-YESJC,female,0,yes,no
6173-GOLSU,male,1,yes,no
5275-SQEIZ,male,0,no,no
7716-YTYHG,female,0,yes,yes
9938-ZREHM,female,0,yes,no
7950-XWOVN,male,0,no,no
4390-KYULV,male,0,yes,no
4647-MUZON,female,0,yes,no
9702-AIUJO,male,0,yes,yes
8849-PRIQJ,female,0,yes,yes
8851-RAGOV,female,0,yes,no
1304-NECVQ,female,1,no,no
5396-IZEPB,male,0,no,no
1729-VLAZJ,female,0,no,yes
8285-ABVLB,female,0,yes,no
0701-TJSEF,male,0,no,no
5712-VBOXD,female,0,no,no
6629-LADHQ,female,0,no,no
8945-GRKHX,female,0,no,yes
1559-DTODC,male,0,no,no
4797-MIWUM,male,0,yes,yes
6959-UWKHF,male,0,no,no
8720-RQSBJ,male,1,no,no
4537-CIBHB,female,0,yes,yes
3815-SLMEF,female,0,no,no
5154-VEKBL,female,0,no,no
4324-AHJKS,female,0,no,no
4355-CVPVS,female,0,yes,yes
4495-LHSSK,female,0,no,yes
5655-JSMZM,male,1,no,no
5915-ANOEI,male,0,yes,no
9861-PDSZP,female,0,no,no
4505-EXZHB,female,1,no,no
7225-CBZPL,male,1,yes,no
6704-UTUKK,male,0,yes,no
4587-VVTOX,female,0,yes,no
2019-HDCZY,male,0,yes,no
4652-NNHNY,male,0,yes,no
8788-DOXSU,male,0,no,no
7404-JLKQG,female,0,no,no
7421-ZLUPA,female,0,no,no
8972-HJWNV,female,1,yes,no
3274-NSDWE,female,0,no,no
2632-IVXVF,female,0,yes,yes
3692-JHONH,female,1,yes,no
8915-NNTRC,male,0,yes,yes
5914-GXMDA,female,0,yes,no
7463-IFMQU,female,0,yes,no
2920-RNCEZ,male,0,yes,yes
2541-YGPKE,male,0,yes,yes
8515-OCTJS,female,0,no,no
5382-TEMLV,male,0,no,no
3441-CGZJH,female,0,yes,yes
9592-ERDKV,male,0,yes,no
2860-RANUS,female,1,no,no
5261-QSHQM,female,0,no,no
4778-IZARL,male,0,yes,no
0432-CAJZV,male,0,no,no
7008-LZVOZ,male,0,yes,yes
8868-WOZGU,male,0,no,no
1200-TUZHR,female,1,no,no
9365-CSLBQ,male,0,no,yes
1334-FJSVR,male,0,no,no
5884-FBCTL,female,0,yes,yes
7130-CTCUS,male,1,yes,no
6242-FEGFD,male,0,yes,no
7625-XCQRH,female,0,no,no
6194-HBGQN,male,0,no,no
7634-WSWDB,female,0,no,yes
6986-IXNDM,male,0,no,no
1731-TVIUK,female,0,no,no
2987-BJXIK,female,0,no,no
9769-TSBZE,female,0,no,yes
0406-BPDVR,female,1,yes,no
0618-XWMSS,male,0,no,yes
1395-WSWXR,male,0,no,no
6023-GSSXW,female,0,yes,no
6752-APNJL,male,0,yes,yes
5276-KQWHG,female,1,no,no
0420-HLGXF,female,1,no,no
7446-KQISO,male,0,yes,yes
9823-EALYC,male,0,yes,yes
0582-AVCLN,female,0,no,no
5803-NQJZO,male,0,yes,no
2565-JSLRY,male,0,no,no
2607-DHDAK,male,0,yes,yes
1073-XXCZD,male,0,yes,no
0743-HRVFF,female,0,yes,yes
4006-HKYHO,male,0,no,no
3727-JEZTU,female,0,no,no
8143-ETQTI,female,0,yes,yes
6689-KXGBO,female,0,no,no
9667-TKTVZ,female,0,no,no
3657-COGMW,female,1,no,no
8570-KLJYJ,female,0,no,no
7754-IXRMC,female,0,no,no
9473-CBZOP,female,0,no,no
2969-WGHQO,female,0,yes,yes
6615-NGGZJ,male,0,no,no
4334-HOWRP,male,1,yes,no
4255-DDUOU,female,0,yes,yes
5863-OOKCL,female,0,no,no
1686-STUHN,male,0,no,no
1329-VHWNP,female,0,no,no
2984-MIIZL,male,0,no,no
0266-GMEAO,male,0,yes,yes
5590-YRFJT,female,0,yes,no
5574-NXZIU,male,0,no,no
0019-GFNTW,female,0,no,no
4256-ZWTZI,female,0,no,yes
8309-PPCED,female,0,yes,no
4098-NAUKP,male,1,yes,yes
5196-WPYOW,male,0,yes,yes
4608-LCIMN,male,0,yes,yes
1485-YDHMM,male,0,yes,yes
4054-CUMIA,female,0,yes,yes
0603-TPMIB,female,0,yes,yes
2525-GVKQU,female,0,no,no
8161-QYMTT,male,0,no,no
9581-GVBXT,male,0,yes,yes
5862-BRIXZ,male,0,no,no
5404-GGUKR,male,0,no,no
3308-JSGML,male,1,yes,no
2126-GSEGL,female,0,yes,no
3677-TNKIO,female,0,no,no
0440-QEXBZ,female,0,no,no
2434-EEVDB,female,0,yes,no
6762-QVYJO,female,0,yes,yes
6199-IWKGC,female,1,yes,no
2675-DHUTR,male,1,yes,no
8152-VETUR,female,0,yes,no
9667-EQRXU,female,1,no,no
7446-YPODE,male,1,no,no
9522-BNTHX,female,1,no,no
4676-WLUHT,male,0,no,no
3329-WDIOK,female,0,no,no
7980-MHFLQ,female,0,yes,yes
2873-ZLIWT,female,0,yes,yes
3415-TAILE,female,0,yes,yes
0757-WCUUZ,male,0,yes,yes
1629-DQQVB,female,0,no,no
1915-IOFGU,female,0,no,no
3045-XETSH,female,0,no,no
0374-AACSZ,female,0,no,no
7239-HZZCX,male,0,no,no
4872-VXRIL,male,0,no,no
9140-CZQZZ,female,0,yes,no
3423-HHXAO,female,0,yes,yes
9938-TKDGL,male,0,yes,yes
0531-ZZJWQ,male,1,yes,no
6537-QLGEX,female,0,no,no
2688-BHGOG,male,1,no,no
7683-CBDKJ,male,0,yes,yes
0946-CLJTI,male,1,yes,no
3160-TYXLT,male,0,no,no
1325-USMEC,male,0,yes,no
0916-QOFDP,female,1,yes,yes
0628-CNQRM,male,0,yes,yes
5606-AMZBO,female,0,yes,no
6199-IPCAO,female,0,yes,yes
7665-TOALD,female,0,no,no
0112-QWPNC,male,0,yes,no
0324-BRPCJ,female,1,yes,no
2777-PHDEI,female,0,no,no
5640-CAXOA,female,0,no,no
2235-EZAIK,female,0,yes,no
3847-BAERP,female,0,no,no
1196-AMORA,male,0,no,no
4282-YMKNA,female,0,no,no
1453-RZFON,female,0,no,yes
8263-OKETD,female,0,no,no
0670-KDOMA,female,0,no,no
2476-YGEFM,female,0,no,no
8687-BAFGU,male,0,no,no
0641-EVBOJ,male,0,no,no
0829-XXPLX,female,0,no,no
9974-JFBHQ,male,0,no,yes
5356-RHIPP,male,0,no,no
6624-JDRDS,female,0,no,no
0608-JDVEC,male,0,yes,no
9780-FKVVF,male,0,no,no
1919-RTPQD,male,0,yes,yes
5214-NLTIT,male,0,yes,yes
3345-PBBFH,male,0,yes,no
5055-BRMNE,female,0,yes,yes
9189-JWSHV,female,1,yes,no
2190-PHBHR,female,0,yes,no
2650-GYRYL,male,0,yes,yes
0746-JTRFU,male,0,no,no
5208-FVQKB,male,0,yes,no
7184-LRUUR,female,0,no,no
6627-CFOSN,female,0,no,no
3982-JGSFD,male,0,no,no
1574-DYCWE,female,0,yes,yes
7247-XOZPB,male,0,yes,no
2466-FCCPT,female,0,yes,yes
6211-WWLTF,male,0,yes,no
4826-TZEVA,female,0,no,no
6016-NXBNJ,male,0,no,no
9138-EFSMO,male,0,yes,yes
0576-WNXXC,male,1,yes,no
4632-XJMEX,male,0,no,yes
8910-LEDAG,male,1,yes,no
3452-GWUIN,female,1,yes,no
2716-GFZOR,male,0,yes,no
3724-UCSHY,male,0,yes,yes
8626-XHBIE,male,0,no,yes
4628-CTTLA,male,0,no,no
3192-LNKRK,male,0,yes,yes
4439-YRNVD,female,0,no,no
2876-VBBBL,female,0,no,no
6834-NXDCA,female,0,no,no
2208-UGTGR,male,0,no,no
3005-TYFRD,female,0,yes,no
8670-MEFCP,female,0,yes,yes
3079-BCHLN,male,0,yes,no
7777-UNYHB,female,0,yes,yes
5597-GLBUC,female,0,no,no
7278-CKDNC,male,1,no,no
2748-MYRVK,female,0,no,no
8450-UYIBU,female,1,no,no
2969-VAPYH,female,0,no,no
4822-YCXMX,male,0,no,no
7181-OQCUT,male,0,no,no
8474-UMLNT,female,0,no,no
9821-POOTN,male,0,yes,no
3836-FZSDJ,male,1,yes,no
9142-XMYJH,female,0,no,no
6559-ILWKJ,male,0,yes,no
0187-QSXOE,male,1,yes,no
7733-UDMTP,female,1,no,no
2649-HWLYB,male,0,yes,no
5214-CHIWJ,male,0,no,no
4229-CZMLL,male,0,no,no
6904-JLBGY,female,1,no,no
2465-BLLEU,male,0,no,no
1685-VAYJF,male,0,no,no
8874-EJNSR,male,0,yes,yes
6917-YACBP,female,1,no,no
5049-MUBWG,male,0,no,no
4223-WOZCM,male,1,no,no
0769-MURVM,female,0,yes,yes
9253-VIFJQ,male,0,yes,no
7030-FZTFM,male,0,yes,yes
9741-YLNTD,male,0,no,no
5917-RYRMG,male,1,no,no
5120-ZBLAI,female,0,yes,no
1194-BHJYC,male,0,yes,no
3663-MITLP,female,0,no,no
0906-QVPMS,male,0,yes,no
9025-ZRPVR,male,0,no,no
1905-OEILC,female,0,no,no
7858-GTZSP,female,0,no,no
3285-UCQVC,female,0,no,no
6248-BSHKG,male,0,yes,yes
4685-TFLLS,male,0,yes,yes
3470-BTGQO,male,0,no,yes
1209-VFFOC,male,0,yes,yes
8224-DWCKX,male,1,no,no
5482-PLVPE,female,1,no,no
4553-DVPZG,female,0,yes,no
4902-OHLSK,female,1,no,no
6917-IAYHD,male,0,no,yes
0495-ZBNGW,male,1,yes,no
8620-RJPZN,female,0,no,no
7572-KPVKK,male,0,no,yes
2642-MAWLJ,female,0,yes,yes
2357-COQEK,female,1,no,no
7103-ZGVNT,female,0,yes,yes
3737-GCSPV,female,0,yes,no
2027-WKXMW,female,0,yes,no
7137-NAXML,male,0,no,no
2428-ZMCTB,male,0,no,no
2961-VNFKL,female,0,yes,no
1768-HNVGJ,female,1,no,no
6963-KQYQB,female,0,yes,yes
5934-RMPOV,female,0,no,yes
1207-BLKSA,female,0,yes,yes
4088-YLDSU,male,0,yes,no
8316-BBQAY,female,0,no,no
1166-PQLGG,female,0,yes,yes
3146-JTQHR,male,0,yes,no
4291-YZODP,female,0,no,yes
4395-PZMSN,male,1,no,no
6427-FEFIG,female,0,yes,yes
0017-IUDMW,female,0,yes,yes
8706-HRADD,male,0,no,no
9955-QOPOY,male,0,yes,no
4385-ZKVNW,male,0,yes,yes
5446-DKWYW,female,1,yes,yes
2034-CGRHZ,male,1,no,no
5797-APWZC,female,0,no,no
3683-QKIUE,female,0,no,no
4228-ZGYUW,male,0,no,no
9031-ZVQPT,male,0,yes,no
2990-IAJSV,male,0,no,no
8107-KNCIM,male,1,yes,no
9027-YFHQJ,male,0,no,no
5176-LDKUH,female,0,no,no
4644-OBGFZ,male,0,yes,yes
7926-IJOOU,male,0,no,no
6480-YAGIY,male,0,no,no
4029-HPFVY,male,0,no,no
7602-DBTOU,female,0,yes,no
5345-BMKWB,male,0,yes,no
3519-ZKXGG,female,0,yes,no
5457-COLHT,male,0,yes,yes
6416-TVAIH,male,0,yes,yes
5451-YHYPW,female,1,yes,no
5108-ADXWO,male,0,no,no
7998-WNZEM,male,0,no,no
3066-RRJIO,female,0,no,no
4664-NJCMS,female,0,yes,no
0307-BCOPK,female,0,no,no
7629-WFGLW,female,1,yes,no
2542-HYGIQ,female,0,no,no
6715-OFDBP,male,0,no,no
5016-LIPDW,male,0,yes,yes
6481-LXPWL,male,0,yes,yes
1567-DSCIC,male,0,no,no
2150-UWTFY,female,0,yes,yes
6124-ACRHJ,female,0,no,no
9362-MWODR,female,0,no,yes
9975-GPKZU,male,0,yes,yes
9625-RZFUK,male,0,yes,yes
5153-LXKDT,male,0,yes,yes
5161-UBZXI,male,0,yes,yes
1020-JPQOW,female,0,yes,no
7919-ZODZZ,female,0,yes,yes
0565-JUPYD,male,0,no,no
6867-ACCZI,female,0,yes,yes
5939-XAIXZ,female,0,no,no
9054-FOWNV,male,0,yes,yes
2683-BPJSO,male,0,yes,no
2157-MXBJS,male,0,yes,no
8207-VVMYB,female,0,yes,no
9732-EQMWY,female,0,yes,no
9360-AHGNL,female,1,yes,no
1087-UDSIH,female,0,no,no
5269-NRGDP,male,0,yes,yes
6195-MELTI,male,0,no,no
5485-WUYWF,male,1,no,no
2121-JAFOM,female,0,yes,no
8818-DOPVL,female,1,no,no
2632-UCGVD,male,1,yes,no
5445-PZWGX,male,0,no,no
1227-UDMZR,female,0,yes,no
5198-HQAEN,male,0,yes,yes
9170-CCKOU,male,0,yes,no
2167-FQSTQ,female,0,yes,no
2819-GWENI,female,0,yes,yes
1043-YCUTE,male,0,yes,no
3814-MLAXC,female,0,no,no
3572-UUHRS,male,0,no,no
2692-PFYTJ,female,0,no,no
1226-UDFZR,female,0,no,no
5955-EPOAZ,female,0,no,no
6821-JPCDC,female,0,yes,no
8815-LMFLX,male,0,yes,yes
9135-HSWOC,male,0,yes,yes
8582-KRHPJ,male,0,no,no
5811-IWXYM,female,0,yes,yes
7044-YAACC,male,1,yes,no
8189-XRIKE,female,1,no,no
1506-YJTYT,male,0,yes,yes
4123-DVHPH,male,0,yes,no
6425-YQLLO,female,1,yes,no
5442-UTCVD,male,0,no,yes
2228-BZDEE,female,0,no,no
7734-DBOAI,female,0,yes,yes
2789-CZANW,female,0,yes,yes
2091-RFFBA,female,1,no,no
2114-MGINA,female,0,no,no
7596-LDUXP,female,0,no,no
3740-RLMVT,male,1,yes,no
4489-SNOJF,female,0,yes,yes
2192-OZITF,female,0,no,no
5651-CPDND,male,0,no,no
2186-QZEYA,female,1,no,no
1131-ALZWV,female,0,no,no
7729-XBTWX,male,0,yes,yes
9134-WYRVP,male,0,no,no
3284-SVCRO,female,0,yes,no
9732-OUYRN,female,0,yes,no
0559-CKHUS,female,0,yes,no
2931-SVLTV,male,0,yes,yes
6899-PPEEA,female,1,no,no
7504-UWHNB,male,0,no,no
2582-FFFZR,female,0,no,no
8908-NMQTX,male,0,no,no
2187-LZGPL,female,0,no,no
1431-AIDJQ,male,0,yes,yes
6288-LBEAR,female,0,no,no
4597-NUCQV,male,1,no,no
